PARTICIPANT_ID,AGE,GENDER,AvgTimeForAllMarathons2012,AvgTimeForAllMarathons2013,AvgTimeForAllMarathons2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForAllMarathons2015
5118,44,1,343,364.33,355,362.6,306.38,5,365
5616,27,1,343,355,404,362,362,1,362
2413,32,1,343,355,402,402,402,1,393
6243,37,0,343,355,404,384,495,0,393
4926,28,1,343,355,366,356.5,307.83,2,347
6008,42,1,397,341,404,369,340.64,2,393
5945,52,1,343,426,404,426,426,1,393
1617,37,1,343,355,404,404,404,1,393
7027,37,0,343,355,404,376,376,1,376
2699,42,0,343,355,404,548,581,1,548
7717,32,1,343,355,404,384,377,1,393
5553,37,1,343,355,404,336,336,1,336
6051,32,0,367,355,404,367,367,1,393
1225,27,0,343,472,404,472,472,1,393
1723,32,1,343,355,404,546,546,1,546
3389,32,1,316,355,404,316,316,1,393
3887,27,0,343,355,368,368,368,1,393
7866,36,1,343,355,279,279,425,1,393
5161,46,1,347.5,332,404,342.33,332.13,3,393
8364,47,1,316,355,404,316,316,1,393
6200,42,0,343,428,404,428,428,1,393
3495,46,1,343,335,306,320.5,305.71,2,393
1331,37,1,343,355,404,384,396,0,393
7674,32,1,293,355,404,293,280.8,1,393
6592,37,1,350,355,404,350,331.5,1,393
1033,32,0,343,313,404,313,313,1,393
2115,52,1,343,355,404,384,485,0,393
4554,44,1,343,355,444,444,394.33,1,393
7471,27,1,343,285,404,285,285,1,393
973,21,0,343,355,470,470,470,1,393
3890,57,1,343,355,297,308,299.71,2,319
5882,37,1,343,355,404,384,497,0,393
1637,33,0,343,355,404,384,374,0,393
4577,32,1,343,355,379,379,379,1,393
5905,43,1,343,355,404,304,295,1,304
7448,34,1,343,355,350,350,329,1,393
950,42,0,343,355,463,429.5,381.71,2,396
6569,26,1,343,283,404,283,262.75,1,393
6784,43,0,343,355,404,384,368,0,393
1852,23,0,356,355,404,356,327.67,1,393
2516,41,0,368,332,309,336.33,308.76,3,393
4531,32,0,343,355,562,562,562,1,393
3867,54,1,343,312,313,306.5,296.39,6,296
140,36,0,354,332.5,404,362.6,336.56,5,390
478,37,1,343,355,434,417,378.33,2,400
2393,37,1,343,355,394,394,394,1,393
2470,35,0,343,404,404,404,379.67,1,393
3057,27,0,343,355,464,392,356,3,393
163,42,1,343,355,404,384,377,1,393
1491,27,1,403,355,404,403,403,1,393
2493,37,1,343,355,404,295,295,1,295
3034,52,0,343,355,404,464,464,1,464
432,34,0,343,327,384,355.5,332.63,2,393
1019,22,1,343,355,443,443,383.5,1,393
1096,52,1,343,355,485,485,425.5,1,393
2178,35,0,343,463,505.5,484.25,462.8,4,463
3011,35,1,343,355,404,409,368,1,409
1514,37,1,343,355,404,384,288,0,393
455,42,1,343,355,487,487,421,1,393
996,42,1,343,355,493,493,415,1,393
1537,52,1,343,355,404,445,445,1,445
1311,32,1,343,355,404,305,305,1,305
1560,42,1,336,355,404,336,336,1,393
6469,39,1,343,355,412,412,362,1,393
409,27,1,343,567,404,567,644,1,393
1952,42,0,343,355,336,336,336,1,393
6907,46,1,333,355,334,312.75,292,4,292
7110,47,0,343,355,404,457,457,1,457
3575,37,1,337,323,316,325.33,300.67,3,393
5095,32,1,343,355,404,370,370,1,370
8427,37,0,359,355,404,359,359,1,393
17,33,1,394,367,404,380.5,367.22,2,393
6423,48,1,336,326,351,334.25,324.03,4,324
2934,27,1,343,355,404,428,428,1,428
4013,44,1,343,355,404,458,403.5,1,458
5341,55,1,343,355,404,384,339.33,0,393
7740,27,1,343,338,404,338,338,1,393
4408,34,1,329,337,404,333,333,2,393
4949,37,0,343,355,384,371,371,3,345
3326,37,1,343,355,355,355,355,1,393
3621,47,1,343,355,404,384,542,0,393
8281,52,1,343,355,404,384,266,0,393
4800,33,1,343,326.5,404,326.5,302,2,393
8381,21,1,343,355,519,519,519,1,393
5387,41,1,298,311,279,296,279.13,3,393
5636,45,0,343,355,404,454,395.5,1,454
6964,46,1,343,355,368,371.5,336.33,2,375
3472,27,1,343,355,404,404,404,1,393
7651,27,1,343,350,404,350,350,1,393
7989,42,0,343,425,404,425,377,1,393
8530,37,0,343,355,428,428,330.33,1,393
6028,37,1,343,355,404,364,364,1,364
6366,47,1,343,355,404,281,281,1,281
5487,32,1,343,355,404,384,350,0,393
4846,52,1,361,355,404,361,361,1,393
5928,37,1,343,355,404,327,312,1,327
7010,52,0,399,389,404,395.67,395.67,3,393
7943,37,1,343,355,404,389,389,1,389
8484,35,0,343,355,404,350,324.5,1,350
7402,21,1,343,355,404,384,377,1,393
6320,42,1,343,355,404,309,309,1,309
6861,33,1,343,285,404,285,256.4,1,393
4305,27,1,270,355,404,270,270,1,393
1222,41,1,343,355,404,464,384.5,1,464
558,47,1,343,355,404,384,473,0,393
4139,21,1,343,355,404,398,398,1,398
4282,57,1,393,401,404,397,381.67,2,393
4946,53,1,343,341,404,341,307.63,1,393
581,37,1,343,328,404,328,328,1,393
2573,32,0,408,355,404,408,408,1,393
7840,37,1,343,338,404,338,338,1,393
5513,47,1,314,355,404,314,314,1,393
6177,35,1,343,355,404,272,275.5,1,272
1434,51,1,360,346.33,344,349.57,344,7,393
2267,57,0,343,355,404,641,641,1,641
2931,27,1,343,355,404,392,392,1,392
7863,21,0,343,355,404,524,524,1,524
6154,32,1,343,282,282,282,282,2,393
2908,44,0,343,355,404,400,361.5,1,400
4162,49,1,343,355,404,498,476,1,498
7199,52,1,343,355,404,384,328,0,393
3449,47,1,343,355,404,405,405,1,405
893,62,1,343,355,504,504,504,1,393
2055,21,1,343,355,316,316,316,2,316
40,32,1,343,318,404,318,303.93,1,393
8696,32,0,343,355,528,528,528,1,393
2032,42,1,343,355,510,510,510,1,393
2596,47,1,343,338,404,338,341,1,393
6054,32,1,319,355,404,319,319,1,393
1726,44,0,343,345,320,328.33,319.86,3,393
1975,35,1,343,355,404,489,402.5,1,489
3137,42,0,343,355,404,600,600,1,600
8069,35,0,328,318,346,330.67,317.6,3,393
6446,21,1,343,355,366,366,366,1,393
1122,42,1,343,310,404,310,310,1,393
3741,40,1,343,282,310,288.8,282.2,5,285
8012,37,0,343,279,404,279,279,1,393
4680,47,1,343,355,404,336,336,1,336
352,37,1,343,357,404,357,357,1,393
681,45,0,343,355,404,388,372.33,1,388
3349,42,1,343,411,404,411,414.5,1,393
3598,37,1,343,355,404,384,604,0,393
4431,42,1,343,355,404,384,286,0,393
1763,22,1,343,355,404,384,408.67,0,393
5072,58,1,367,355,404,367,322.33,1,393
8404,54,1,343,355,404,322,285.5,1,322
289,37,1,343,355,404,384,377,1,393
6695,21,1,346,355,404,346,325,1,393
7322,27,1,343,430,404,430,430,1,393
5613,42,1,343,355,404,384,340,0,393
2367,42,0,343,355,404,384,288,0,393
3990,27,1,343,355,404,419,419,1,419
4972,27,1,319,270,284.5,283,270,6,270
8553,47,0,343,355,404,488,488,1,488
2808,25,1,343,355,404,288,234.25,1,288
4823,32,0,343,415,404,415,415,1,393
5364,42,0,343,355,462,462,462,1,393
7528,14,1,343,444,404,444,391.25,1,393
3200,47,0,343,355,404,458,458,1,458
6987,32,1,343,355,306,306,306,1,393
7637,27,1,343,328,404,328,328,1,393
4720,21,0,343,343,404,343,343,1,393
5716,37,1,343,343,328,335.5,328,2,393
807,35,0,343,355,404,490,437.67,1,490
8633,32,1,370,355,404,370,344.5,1,393
1803,27,1,343,355,404,331,331,1,331
3724,37,0,343,355,404,600,600,1,600
5739,32,0,343,355,404,353,353,1,353
6735,27,1,343,355,404,367,367,1,367
4743,32,0,343,355,404,384,484,0,393
784,52,1,343,355,404,384,527,0,393
7614,42,1,343,355,404,408,408,1,408
5762,47,0,343,417,404,417,417,1,393
6758,57,1,343,378,404,378,378,1,393
7777,42,0,343,355,404,527,527,1,527
1826,37,0,343,355,404,537,537,1,537
7236,37,1,343,345,404,345,345,1,393
5221,32,1,343,355,404,413,413,1,413
306,37,1,343,355,404,395,395,1,395
4219,33,0,343,355,404,535,452.5,1,535
8155,57,1,343,355,404,545,545,1,545
5198,37,0,343,355,481,481,481,1,393
329,37,1,343,355,388,388,388,1,393
1663,47,0,343,307,404,307,307,1,393
2204,37,1,343,355,404,341,341,1,341
4265,38,1,343,380,404,380,354.92,1,393
5175,27,0,343,355,404,482,482,1,482
6257,32,1,343,355,404,366,366,1,366
7096,27,1,343,355,389,389,312.6,1,393
3183,27,1,343,355,404,384,405,0,393
3678,41,1,285,276,404,280.5,291.5,2,393
8178,21,0,343,355,404,384,363,0,393
4242,37,0,358,355,404,358,358,1,393
3160,23,0,343,355,423,423,358.75,1,393
3701,42,1,343,355,404,524,524,1,524
2141,57,1,343,389,404,389,389,1,393
7299,33,1,343,355,404,464,464,1,464
5284,27,1,368,355,404,368,368,1,393
6280,27,1,343,355,293,293,293,1,393
5676,52,1,293,355,404,293,293,1,393
266,62,1,343,376,409,392.5,392.5,2,393
1262,47,1,343,355,504,504,504,1,393
1348,11,0,343,355,387,387,365.67,1,393
2344,32,1,343,355,306,306,306,1,393
7551,47,1,390,355,404,390,390,1,393
3223,0,-1,343,355,421,421,421,1,393
6217,21,1,343,355,404,294,294,1,294
1889,25,1,343,355,368,368,327.75,1,393
5825,35,1,343,355,404,302.5,290.33,2,311
4202,33,1,343,355,404,373,431.5,1,373
3661,0,-1,343,355,404,467,467,1,467
8092,42,1,260,261,287,269.33,269.33,3,393
1600,33,0,343,355,447,447,381,1,393
2682,53,0,343,375,404,375,353.67,1,393
3764,53,0,343,376,404,376,326.1,1,393
4697,37,1,310,355,404,310,310,1,393
5238,37,1,343,355,404,353,353,1,353
5779,62,1,343,355,404,574,574,1,574
369,32,1,343,355,404,341,341,1,341
4156,47,1,343,355,404,384,339,0,393
3615,21,1,343,355,404,314,314,1,314
8052,32,1,343,355,324,324,324,1,393
1388,44,1,296,267,386,316.33,315,3,393
392,37,1,343,355,404,384,279,0,393
5112,34,1,343,464,404,464,335.93,1,393
2407,37,1,343,355,404,410,410,1,410
1411,32,0,343,355,404,384,421,0,393
4116,57,0,343,479,404,479,479,1,393
180,32,1,343,355,404,384,339,0,393
3426,32,1,343,355,404,308,308,1,308
4806,42,1,343,384,404,384,384,1,393
721,54,1,335,355,386,360.5,331,2,393
6555,57,0,343,355,404,555,555,1,555
6798,53,0,343,355,404,386,322.75,1,386
2642,57,1,361,355,404,361,361,1,393
2885,34,1,358,362.5,404,384.75,384.83,4,456
4634,53,1,343,355,404,384,217,0,393
4657,42,0,343,355,526,526,526,1,393
7362,21,1,380,355,404,380,380,1,393
870,19,1,385,355,404,385,360,1,393
6821,48,1,343,355,368,368,314.33,1,393
8593,36,0,343,391,496,443.5,403.67,2,393
5347,72,1,343,355,492,471.5,471.5,2,451
7339,42,1,343,355,352,352,352,1,393
847,57,1,343,355,378,378,378,1,393
1929,47,1,343,319,404,319,319,1,393
2101,21,1,343,355,404,492,492,1,492
7511,21,1,343,355,404,384,408,0,393
4093,21,1,343,243,404,243,243,1,393
6014,37,1,343,355,404,384,250,0,393
4783,22,0,343,355,404,307,314.8,1,307
8570,37,0,343,373,404,373,373,1,393
5865,57,0,343,355,468,468,468,1,393
2078,22,1,343,355,460,460,392,1,393
2619,22,0,343,355,342,342,317,1,393
7488,57,0,343,355,404,384,418,0,393
8029,27,1,343,355,404,384,551,0,393
5324,48,0,343,355,404,384,534.75,0,393
7880,32,1,343,355,404,364,364,1,364
6884,43,1,343,355,538,538,456.67,1,393
2556,62,0,343,355,478,478,478,1,393
3552,30,1,343,355,449,449,449,2,449
4571,27,0,343,355,404,441,441,1,441
243,52,1,307,355,404,307,307,1,393
2948,21,1,343,355,404,384,384,1,384
7276,47,1,343,355,404,384,655,0,393
7966,42,0,343,355,404,510,510,1,510
1474,47,0,403,355,404,403,403,1,393
5802,21,1,343,355,404,384,506,0,393
3638,42,1,343,355,404,335,335,1,335
7817,34,1,258,355,278,268,234.19,2,393
5653,38,1,331,355,404,344,344,3,370
6194,42,1,360,355,404,360,360,1,393
1325,23,1,343,355,404,323.5,323.67,2,369
1866,47,1,343,355,404,493,493,1,493
4030,36,0,343,381,404,381,363.75,1,393
3489,27,0,343,355,404,447,447,1,447
5261,27,1,343,355,365,365,365,1,393
8507,37,1,343,355,404,323,325,1,323
7425,37,1,343,355,555,535.5,535.5,2,516
933,42,1,315,276,404,295.5,276.1,2,393
6343,57,1,343,355,404,377,377,1,377
2015,67,1,343,355,404,429,429,1,429
3097,27,1,329,355,404,329,329,1,393
4179,42,0,343,355,404,467,485,1,467
8115,37,1,343,355,511,511,511,1,393
4328,33,1,343,258,404,256.5,270,2,393
4869,25,0,343,355,419,419,381,1,393
5410,37,1,373,355,404,373,373,1,393
541,57,1,343,303,404,303,303,1,393
7574,52,1,319.5,315,299,311.17,298.64,6,393
7033,32,1,198,355,404,198,198,1,393
2705,52,1,343,355,404,397,397,1,397
5951,24,1,343,355,404,384,236.8,0,393
3787,57,1,343,355,404,479,479,1,479
3246,52,1,343,355,393.5,393.5,347.75,2,393
8656,35,1,343,355,404,323,323,2,342
1082,42,1,343,355,504,504,504,1,393
1623,27,1,342,355,404,342,342,1,393
2164,57,1,343,355,404,355,355,1,355
6492,37,1,343,355,404,438,438,1,438
0,52,1,343,355,404,333,333,1,333
1589,37,1,343,355,404,499,499,1,499
7162,32,1,343,355,425,425,425,1,393
2917,47,1,343,370,404,370,370,1,393
5834,47,0,343,355,404,384,504,0,393
8513,43,1,343,355,404,476,429,1,476
23,35,0,343,355,509,509,401,1,393
1566,30,1,258,355,404,258,243.78,1,393
7185,37,1,343,355,404,452,452,1,452
2894,21,0,254,355,404,254,254,1,393
4460,22,1,343,355,404,269,233.5,1,269
5788,52,0,343,355,404,380,380,1,380
46,53,0,343,369,346,357.5,346,4,346
215,49,0,362,355,404,417.5,417.5,2,473
1374,52,1,309,300.5,404,302,302,4,298
1543,47,1,343,364,404,364,364,1,393
5811,27,1,343,351,404,351,317.75,1,393
69,16,1,304,355,404,304,295.5,1,393
192,42,1,343,355,417,398,378.67,2,379
1397,42,0,343,355,404,432,432,1,432
1520,34,1,343,355,491,482,388.86,2,473
7139,35,1,343,355,404,331,313.5,1,331
5665,58,1,343,355,404,313,312.75,1,313
6993,37,0,343,275,404,275,304,1,393
3086,53,1,343,410,404,420.5,387.67,2,431
4414,27,0,343,355,404,384,293,0,393
1420,42,0,343,355,404,384,466,0,393
2748,35,1,343,355,404,384,275.5,0,393
4314,47,0,388,355,404,388,388,1,393
5642,42,1,343,355,387,387,387,1,393
5765,37,1,343,355,404,337,337,1,337
1443,37,1,343,355,404,384,377,1,393
2771,37,1,343,355,404,384,377,1,393
4437,37,1,343,355,404,384,311,0,393
4291,35,0,343,386,404,386,353.33,1,393
5619,57,1,343,363,404,363,332.33,1,393
2794,30,1,237,355,404,237,220.94,1,393
3040,42,1,343,355,404,358,358,1,358
4122,34,0,343,368,404,368,395.67,1,393
1712,42,1,343,355,404,384,454,0,393
4268,57,1,343,472,404,472,472,1,393
1735,21,0,343,355,471,471,397.5,1,393
2817,32,0,298,355,404,298,298,1,393
2940,32,1,343,355,413,413,413,1,393
3063,43,1,342,355,404,342,343.33,1,393
4145,36,1,343,355,404,384,388.25,0,393
5496,29,0,403,355,404,403,377.5,1,393
1251,37,1,343,355,404,521,521,1,521
4168,42,1,343,355,343,343,343,1,393
4560,37,0,331,309.5,351,326,319.25,5,329
8390,21,1,343,303,404,303,282,1,393
3232,52,1,375,355,404,375,375,1,393
1689,33,0,343,328,404,328,314.33,2,393
7062,32,1,343,355,404,328,328,1,328
361,32,1,343,355,404,384,366,0,393
5542,45,1,343,355,404,326,299.5,1,326
6870,37,0,343,355,404,367,355,1,367
2625,47,1,294,281,404,287.5,291.88,2,393
1297,37,0,343,355,404,384,391,0,393
4606,27,1,343,355,404,295,295,1,295
5934,42,1,343,355,404,303,303,1,303
315,27,1,318,355,404,315,298.8,2,312
7016,27,1,343,355,431,431,431,1,393
5688,25,1,343,355,404,384,331.67,0,393
8244,53,1,369,355,404,399.5,399.5,2,430
4752,42,1,343,355,404,380,380,1,380
6080,38,1,343,328,360,344.67,328,3,346
169,27,1,343,323,404,323,323,1,393
6916,27,0,343,355,454,454,393.67,1,393
5980,42,0,343,422,404,422,422,1,393
1105,37,1,343,330,404,330,330,1,393
7308,37,0,343,434,468,451,374.21,2,393
8290,52,1,343,336,404,336,336,1,393
8536,47,1,343,355,404,385,385,1,385
7208,57,1,343,293,404,293,293,1,393
7454,27,1,343,355,404,384,418,0,393
6126,27,0,343,355,404,384,409,0,393
8436,42,1,343,355,404,327,287.25,1,327
7600,34,0,364,355,404,364,349.75,1,393
8682,24,1,343,355,404,384,413,0,393
8075,32,0,343,355,404,395,395,1,395
2004,37,0,343,355,404,451,470,1,451
2502,47,0,372,372,404,372,372,2,393
7577,34,1,343,355,404,384,393.67,0,393
6226,37,1,343,355,404,384,377,1,393
6724,35,1,343,355,404,362,347,1,362
3355,34,0,343,355,404,340,340.25,1,340
3853,42,0,347,355,404,347,347,1,393
6203,49,0,343,355,404,536,528,1,536
1128,25,1,343,355,404,342,325.5,1,342
3378,42,0,343,368,404,368,346,1,393
8098,35,1,343,370,391,376,370.75,3,367
4729,20,1,343,298,298,298,298,2,393
4852,27,0,343,355,404,338,338,1,338
438,36,0,335,355,404,335,334.67,1,393
2479,35,1,343,355,404,409,372.67,1,409
5250,25,0,343,355,404,443,373.5,1,443
507,32,0,343,355,468,468,390.71,1,393
2671,43,0,343,355,342,342,304.5,1,393
4829,27,0,343,355,404,384,516,0,393
607,27,1,343,355,404,379,379,1,379
1812,21,0,343,354,404,354,354,1,393
6601,25,0,343,379,404,379,341.25,1,393
3976,33,1,343,274.33,236,264.75,250.63,4,393
3478,52,1,343,355,404,563,563,1,563
4537,21,0,343,355,444,444,434,1,393
630,43,1,343,355,404,411,352.33,1,411
4045,35,1,343,330,404,330,304,1,393
3455,32,0,343,355,466,466,466,1,393
3876,62,1,343,355,404,496,496,1,496
5227,27,1,343,355,351,351,351,2,351
5350,57,0,343,582,404,582,562.2,1,393
3186,37,1,343,355,363,363,363,1,393
1981,47,0,343,355,404,300,300,1,300
2104,52,1,343,303,404,303,283.75,1,393
5911,42,0,343,471,404,471,471,1,393
836,27,1,343,355,404,394,394,1,394
338,57,1,343,355,404,384,360,0,393
5021,33,1,343,445,404,445,416.5,1,393
5058,32,1,343,355,404,423,423,1,423
5519,53,1,343,355,404,456,400.5,1,456
730,52,1,343,355,404,337,337,1,337
1228,27,0,358,355,404,358,358,1,393
8367,33,1,343,370,404,370,310.8,1,393
2210,44,1,343,271,404,271,271.17,1,393
7285,50,0,343,355,381,381,369.2,1,393
7975,57,1,343,355,404,260,260,1,260
2602,55,1,390,355,404,390,382.6,1,393
6893,74,1,343,355,404,384,306,0,393
3647,42,1,343,355,404,275,275,1,275
3684,57,1,343,355,417,417,417,1,393
6495,45,1,343,270.5,312,287.4,272,5,272
8659,47,1,343,355,404,384,349,0,393
7769,36,1,343,359,404,349.5,316,2,340
8267,33,0,343,387,404,387,331.75,1,393
6103,41,0,353,356,404,354.5,353.17,2,393
2310,42,0,343,355,404,457,457,1,457
146,27,1,343,355,404,384,352,0,393
7869,40,0,419,425,404,422,395.33,2,393
7477,32,1,317,355,404,317,317,1,393
6395,32,0,343,355,404,412,412,1,412
8559,53,0,343,355,404,384,332.75,0,393
7992,39,0,343,355,404,603,603,1,603
2087,32,1,343,355,404,494,494,1,494
8015,52,1,343,368,404,368,368,1,393
736,42,1,294,292,404,293,273.6,2,393
1068,35,1,343,355,336,336,308.38,1,393
2064,27,1,343,355,485,485,485,1,393
6687,52,1,295,308,327,314.5,322,6,393
7706,43,1,342,345.67,351.25,346.57,338.21,14,338
8038,21,1,343,355,404,421,421,1,421
8207,32,0,339,339,404,339,339,2,393
4789,42,1,343,355,275,275,275,1,393
5121,42,1,343,355,374,380,341,2,386
3793,26,1,343,355,404,384,272.67,0,393
8184,57,1,343,355,404,421,421,1,421
4766,27,1,343,355,404,441,375,1,441
3770,39,1,343,326,326,326,326,2,393
4835,27,1,343,355,404,384,240,0,393
4812,27,1,343,355,404,370,370,1,370
6478,62,1,343,355,418,418,418,1,393
3601,46,1,343,355,404,348,310.75,1,348
4958,43,0,343,380,468,424,356.67,2,393
876,42,0,316,355,404,316,316,1,393
1045,33,1,354,355,404,354,316.5,1,393
6455,51,0,410,373,404,391.5,380.2,2,393
2373,42,1,343,355,404,493,493,1,493
7537,21,1,343,355,404,384,491,0,393
6286,54,1,343,355,404,384,551.5,0,393
4981,32,0,343,355,404,433,433,1,433
899,29,1,343,355,375,375,321.33,1,393
1022,42,1,291,355,404,291,291,1,393
6309,16,0,343,355,515,515,515,1,393
6432,47,1,343,355,404,363,363,1,363
7514,42,1,343,355,404,384,393,0,393
421,51,1,412,411.67,404,411.8,388.64,5,393
3753,49,1,343,424,404,478.5,478.5,2,533
7560,35,1,343,355,404,322,289.5,1,322
7952,47,0,343,355,404,411,411,1,411
375,31,1,343,355,359,359,336,1,393
1214,43,1,343,355,404,357,347.5,2,350
6624,32,1,384,355,404,384,377.5,1,393
6956,27,1,343,355,404,276,276,1,276
2296,27,0,343,355,434,434,377.5,1,393
2542,37,1,343,355,371,371,371,1,393
3707,35,1,343,362,404,362,355.67,1,393
3624,47,1,343,355,404,442,442,1,442
4643,32,0,343,363,404,363,363,1,393
229,34,1,343,355,465,465,364.14,1,393
3315,31,1,343,300,404,300,295,1,393
2233,32,0,343,355,404,359,359,1,359
2688,35,1,343,355,340,340,291.9,1,393
3561,47,0,343,355,404,351.5,336.25,2,367
1005,45,0,343,355,404,430,384.5,1,430
6910,37,1,319,355,404,319,303.5,1,393
3169,52,1,343,355,404,457,457,1,457
8144,52,0,402,355,404,402,485.5,1,393
3816,19,0,343,355,404,456,428.67,1,456
5290,27,1,382,355,404,382,382,1,393
959,37,0,343,355,404,329,329,1,329
6372,42,0,343,378,404,378,378,1,393
2041,37,1,343,288,404,288,288,1,393
3123,52,0,343,355,404,341,341,1,341
4208,21,1,343,355,404,514,514,1,514
7846,30,1,343,355,404,257,242,1,257
5436,37,1,343,355,404,465,465,1,465
567,21,1,343,355,404,409,409,1,409
813,37,1,343,278,404,278,278,1,393
1649,49,0,343,325,404,331.5,331.5,2,338
1895,32,1,321,355,404,321,321,1,393
6518,37,1,343,335,404,335,335,1,393
6764,57,1,343,355,341,341,341,1,393
2977,37,1,343,355,404,319,319,1,319
1672,32,1,343,355,487,487,487,1,393
4683,36,0,343,431,404,431,416,2,393
5396,35,0,343,355,417,417,408.17,1,393
4898,46,1,343,355,404,384,379,0,393
5894,60,1,343,355,404,384,354,0,393
4185,27,1,280,355,404,280,280,1,393
8121,28,0,343,355,451,451,361.94,1,393
4706,42,0,343,355,491,491,491,1,393
4875,21,0,343,355,357,357,357,1,393
5871,32,1,343,355,404,384,377,1,393
461,49,1,343,306,404,344,381.89,2,393
1460,37,1,343,355,404,337,337,1,337
7125,52,1,343,348,404,348,348,1,393
2456,31,1,343,380,388,366.67,331.79,3,332
4397,32,1,315,355,404,315,315,1,393
1151,32,1,343,355,404,290,290,1,290
7102,59,1,345,382,382,369.67,382,3,393
8576,42,0,343,355,404,436,436,1,436
7929,27,0,343,355,428,428,428,1,393
484,27,1,343,329,404,329,329,1,393
8642,32,1,343,355,376,376,370.25,1,393
1437,49,1,343,360,404,360,313,1,393
2150,21,1,343,324,301,312.5,312.5,2,393
2648,43,0,423,472,420,438.33,419.67,3,393
8599,29,1,343,355,404,384,403.5,0,393
5204,32,1,343,618,404,618,618,1,393
8450,53,1,343,355,404,391,391,1,391
8619,9,1,333,355,404,333,310,1,393
5373,37,1,361,355,404,361,361,1,393
3209,42,0,343,355,436,436,436,1,393
1958,52,1,380,355,404,380,399.94,1,393
7368,42,0,343,355,404,384,472,0,393
2127,21,1,343,355,404,384,365,0,393
7145,47,1,343,355,404,384,377,1,393
3899,43,1,343,355,404,227,204.71,1,227
6063,43,0,343,355,404,384,376,0,393
6,27,0,343,365,404,365,365,1,393
5851,36,1,303,292,274,285.75,273.67,4,274
398,21,1,343,324,306,315,315,2,393
6349,48,1,343,355,404,379,327.75,1,379
6847,42,1,343,452,404,452,452,1,393
2519,37,0,401,355,404,401,404.5,1,393
3730,43,1,343,355,404,524,421.67,1,524
4228,43,1,343,340,404,340,344.83,1,393
4620,43,0,343,370,404,370,329.33,1,393
5957,52,1,343,355,404,460,460,1,460
1629,42,1,343,355,404,477,477,1,477
7039,47,1,343,355,404,319,319,1,319
2711,37,1,343,355,404,295,295,1,295
292,62,1,343,355,404,384,368,0,393
3538,42,1,343,355,404,277,277,1,277
590,18,1,343,355,330,330,291.67,1,393
2754,47,1,343,355,404,489,489,1,489
5267,27,0,343,355,404,453,453,1,453
7431,27,1,343,355,516,516,516,1,393
982,57,1,343,312,404,312,320.67,1,393
1480,48,1,348,314,336,333.5,314.29,4,393
6933,42,1,342,355,404,342,342,1,393
3146,52,1,427,355,428,422.33,375.27,3,412
3103,37,1,343,355,404,384,634,0,393
4377,35,0,343,355,404,334,312,1,334
3295,27,1,343,355,491,491,491,1,393
6541,57,1,343,355,505,505,505,1,393
7623,37,1,343,355,400,400,348.75,1,393
5459,47,0,343,355,404,384,487,0,393
8705,21,1,343,355,404,384,381,0,393
8158,39,1,343,355,335,331,290.25,2,327
3249,27,1,343,355,404,342,342,1,342
2585,21,0,343,355,420,420,420,1,393
6166,47,1,343,355,404,384,492,0,393
8181,21,1,399,388,404,393.5,393.5,2,393
355,45,1,343,355,404,424,348.75,1,424
7517,27,1,343,355,517,517,517,1,393
3226,34,0,343,355,477,476.33,474.93,3,475
1234,67,1,343,355,404,478,478,1,478
1211,27,0,343,355,404,443,443,1,443
4128,57,0,381,375,404,378,359.55,2,393
6120,42,1,343,355,404,384,274,0,393
6143,52,1,343,355,475,475,396,1,393
1188,27,1,343,355,587,587,587,1,393
1729,27,1,343,355,404,313,313,1,313
7663,43,1,343,355,404,384,354.8,0,393
6999,25,1,343,355,404,384,334.5,0,393
7640,52,1,343,355,283,283,283,1,393
6976,35,0,343,355,404,384,557,0,393
8204,27,1,343,355,279,279,279,4,279
7540,33,1,343,338,404,338,318.33,1,393
209,42,0,343,355,404,384,595,0,393
7686,52,1,343,355,404,452,452,1,452
8227,21,0,343,502,404,502,502,1,393
8081,33,1,343,355,312,312,312,1,393
8496,62,1,343,353,404,353,353,1,393
5579,47,1,343,355,263,263,263,1,393
5828,57,1,343,321,404,321,321,1,393
670,55,1,343,355,404,369,347.5,1,369
5187,50,0,343,355,375,375,375,2,375
232,21,1,343,355,404,277,277,1,277
2685,37,1,343,355,404,370,370,1,370
3564,27,0,343,355,404,384,430,0,393
6707,32,0,343,490,404,490,490,1,393
2293,25,0,343,323,404,323,320.5,1,393
5625,33,1,343,355,404,384,245,0,393
7202,57,1,343,355,404,384,427,0,393
278,37,1,343,355,404,283,283,1,283
1503,35,1,343,355,216,216,206.5,1,393
1752,37,1,343,355,404,333,333,1,333
6661,52,1,343,355,404,426,426,1,426
4746,13,0,343,355,404,384,377,0,393
3667,21,1,343,355,439,439,439,1,393
4308,43,0,343,355,402,386,359.71,2,370
4646,62,1,343,355,476,476,476,1,393
2144,51,1,343,355,404,298,272,1,298
3767,52,0,343,355,404,384,493,0,393
4105,37,1,343,355,343,343,343,2,343
5287,32,1,343,355,548,548,548,1,393
6369,53,1,343,355,537,537,403.5,1,393
2044,27,0,343,355,404,450,450,1,450
3126,25,0,343,355,534,534,506,1,393
4205,57,1,343,355,365,365,365,1,393
5141,43,1,343,355,404,278,239.83,1,278
3272,27,1,343,355,404,368,368,1,368
2190,32,0,358,355,404,358,358,1,393
2731,42,0,329,336.5,348,334.8,323.89,5,324
