PARTICIPANT_ID,AGE,GENDER,AvgTimeForMontrealMarathon2012,AvgTimeForMontrealMarathon2013,AvgTimeForMontrealMarathon2014,AvgTimeInAllMarathons,AvgTimeInAllEvents,TotalNoOfMarathonEvents,AvgTimeForMontrealMarathon2015
7198,43,1,0,0,0,137,280.5,1,137
7199,52,1,0,0,0,0,328,0,0
7200,54,0,131.67,0,0,261,261,2,0
7201,52,1,98.33,0,108.33,305.67,305.67,3,0
7202,57,1,0,0,0,0,427,0,0
7203,32,-1,351,0,0,351,351,1,0
7204,37,-1,0,0,275.5,491,491,2,215.5
7205,47,1,0,0,0,374,374,1,374
7206,24,-1,0,0,29.87,29.87,331,1,0
7207,21,1,0,0,0,0,440,0,0
7208,57,1,0,293,0,293,293,1,0
7209,55,1,0,0,145.33,145.33,145.33,3,0
7210,52,1,0,0,0,376,376,1,376
7211,47,1,0,0,0,352,352,1,352
7212,53,1,0,0,0,203,356.5,1,203
7213,44,-1,0,0,0,93.67,189.33,2,93.67
7214,43,1,0,0,223,223,404.5,1,0
7215,37,1,0,0,401,401,401,1,0
7216,62,1,0,0,0,0,350,0,0
7217,33,1,0,0,61.67,61.67,111,1,0
7218,33,1,0,0,0,215.5,362,1,215.5
7219,27,1,0,0,35.5,35.5,249.7,1,0
7220,47,1,0,0,0,0,321,0,0
7221,21,1,0,0,0,395,395,1,395
7222,37,1,0,0,0,0,292,0,0
7223,33,-1,0,0,0,0,361.33,0,0
7224,34,1,0,78.8,0,151.8,353.6,2,0
7225,37,-1,0,0,469,469,469,1,0
7226,22,1,92.33,0,0,92.33,235,1,0
7227,47,1,0,0,0,450,450,1,450
7228,32,1,0,0,0,431,431,1,431
7229,42,-1,377,0,0,377,377,1,0
7230,36,1,0,0,12.68,12.68,89.04,2,0
7231,53,-1,0,0,0,287.5,506.5,1,287.5
7232,37,1,0,0,0,0,477,0,0
7233,42,1,0,0,0,416,416,1,416
7234,47,1,112,0,0,112,220.33,2,0
7235,42,1,0,0,0,0,0,1,0
7236,37,1,0,345,0,345,345,1,0
7237,47,1,0,50,0,50,123.2,1,0
7238,42,1,0,0,394,394,394,1,0
7239,27,1,0,298,0,298,298,1,0
7240,27,-1,0,235,0,235,531,1,0
7241,53,1,0,0,0,0,345.67,0,0
7242,52,-1,298,0,0,298,298,1,0
7243,52,1,0,44.71,0,44.71,289.14,1,0
7244,32,-1,0,0,422,422,422,1,0
7245,23,1,0,0,50.33,175.11,273.56,4,0
7246,42,1,0,0,82.71,82.71,303.43,2,0
7247,21,-1,0,0,96.33,96.33,405.17,1,0
7248,52,1,0,0,0,0,560,0,0
7249,53,1,0,0,87.75,259.5,321.75,3,0
7250,52,-1,0,0,499,499,499,1,0
7251,35,-1,0,0,43.63,43.63,80.75,1,0
7252,42,1,0,0,0,0,264,0,0
7253,37,1,0,0,0,494,494,1,494
7254,27,1,0,0,0,0,325,0,0
7255,45,1,0,0,0,0,329.5,0,0
7256,32,1,0,0,476,476,476,1,0
7257,27,1,0,406,0,406,406,1,0
7258,37,-1,0,0,0,0,493,0,0
7259,33,1,0,0,185.33,185.33,413.67,1,0
7260,34,-1,21.19,0,0,41.56,217.19,2,0
7261,52,1,0,0,0,297,297,1,297
7262,52,1,0,0,0,341,341,1,341
7263,37,1,365,0,0,365,365,1,0
7264,42,1,39,37.33,45,121.33,183.11,3,0
7265,28,0,0,0,0,183.5,327,1,183.5
7266,48,1,104.5,0,128.5,233,441.5,2,0
7267,45,1,0,0,0,155,155,1,155
7268,32,-1,0,125.67,132.33,258,374.67,2,0
7269,34,1,0,0,0,0,226,0,0
7270,52,-1,0,0,159,290.33,404.67,2,0
7271,42,1,374,0,0,374,374,1,0
7272,22,1,0,0,122,122,324.67,1,0
7273,29,-1,0,143,0,143,399.33,1,0
7274,27,1,0,0,0,287,287,1,287
7275,32,0,38.8,0,0,38.8,327.2,1,0
7276,47,1,0,0,0,0,655,0,0
7277,31,0,0,22.14,0,22.14,233.29,1,0
7278,37,1,0,304,0,304,304,1,0
7279,42,1,0,0,0,0,293,0,0
7280,36,-1,0,0,0,75,329.5,1,75
7281,57,1,0,0,345,345,345,1,0
7282,34,-1,0,0,0,209.5,417.5,1,209.5
7283,32,1,0,0,486,486,486,1,0
7284,52,1,0,107.33,0,107.33,388.33,1,0
7285,50,-1,0,0,76.2,76.2,369.2,1,0
7286,21,-1,0,357,0,357,357,1,0
7287,47,-1,0,395,0,395,395,1,0
7288,38,1,0,0,41.71,41.71,113.43,3,0
7289,42,1,0,0,468,468,468,1,0
7290,45,1,0,16.22,0,16.22,84.28,1,0
7291,27,-1,0,0,115.25,115.25,269.25,1,0
7292,29,1,166.5,174.5,0,341,341,2,0
7293,21,1,334,0,0,334,334,1,0
7294,32,1,0,0,444,444,444,1,0
7295,42,1,0,178.5,0,178.5,178.5,2,0
7296,21,-1,0,0,0,402,402,1,402
7297,40,1,0,0,55,55,173.43,1,0
7298,27,1,0,0,0,0,274,0,0
7299,33,1,0,0,0,232,232,1,232
7300,32,-1,0,0,0,170,368,1,170
7301,27,-1,0,113.33,148,261.33,261.33,3,0
7302,32,1,0,0,0,0,266,0,0
7303,32,1,0,0,132.33,132.33,222.67,1,0
7304,42,-1,0,0,0,154.33,154.33,1,154.33
7305,37,1,0,0,0,352,352,1,352
7306,27,1,169,0,0,169,325,1,0
7307,21,1,407,0,0,407,407,1,0
7308,37,-1,0,31,33.43,64.43,347.5,2,0
7309,45,1,0,0,0,76.67,223.33,1,76.67
7310,37,1,0,0,334,334,334,1,0
7311,32,-1,0,0,0,0,612,0,0
7312,21,1,0,0,0,418,418,1,418
7313,37,1,0,0,66.33,66.33,167.67,2,0
7314,37,-1,0,0,0,380,380,1,380
7315,21,1,184.5,0,0,184.5,394.5,1,0
7316,38,1,0,0,98.5,98.5,239.5,1,0
7317,42,1,337,0,0,337,337,1,0
7318,32,1,0,0,0,0,305,0,0
7319,27,-1,399,0,0,399,399,1,0
7320,33,1,39.71,0,0,81.29,237.43,2,0
7321,37,-1,0,78,0,159.25,237.5,3,0
7322,27,1,0,430,0,430,430,1,0
7323,43,1,0,0,0,0,206.6,1,0
7324,21,-1,0,0,0,488,488,1,488
7325,42,-1,0,0,0,534,534,1,534
7326,35,0,67.8,0,0,67.8,325.8,1,0
7327,52,-1,0,0,0,555,555,1,555
7328,46,1,0,44.83,0,44.83,87.17,3,0
7329,52,-1,0,0,0,409,409,1,409
7330,32,-1,0,0,0,415,415,1,415
7331,21,1,0,0,491,491,491,1,0
7332,47,-1,0,0,0,469,469,1,469
7333,42,1,0,44.75,0,154.63,294.25,4,0
7334,32,1,0,0,0,297,297,1,297
7335,42,1,0,0,0,570,570,1,570
7336,37,1,0,0,0,290,290,1,290
7337,35,1,0,0,0,126.67,314.33,1,126.67
7338,47,1,0,0,0,0,594,0,0
7339,42,1,0,0,352,352,352,1,0
7340,45,1,39.78,0,0,74.89,109.11,2,0
7341,32,-1,0,0,0,0,521,0,0
7342,57,1,333,0,0,333,333,1,0
7343,39,1,19.57,0,0,38.36,96.43,3,0
7344,52,1,0,220,0,220,442.5,1,0
7345,32,-1,0,0,238,238,417,1,0
7346,52,1,0,0,0,379,379,1,379
7347,27,-1,0,0,0,0,515,0,0
7348,26,1,0,69,79.6,148.6,336.6,2,0
7349,32,1,0,0,0,392,392,1,392
7350,27,-1,0,0,0,352,352,1,352
7351,43,1,17,0,18.47,53.21,261.58,5,0
7352,16,1,0,0,0,482,482,1,482
7353,27,1,0,0,0,483,483,1,483
7354,42,-1,0,0,442,442,442,1,0
7355,37,1,0,372,0,372,372,1,0
7356,21,1,0,0,0,424,424,1,424
7357,42,-1,0,0,0,0,503,0,0
7358,45,1,66,62.6,68.6,197.2,197.2,3,0
7359,21,1,0,0,392,392,392,1,0
7360,48,0,0,40.33,0,40.33,314.67,1,0
7361,41,1,0,52,0,52,143,1,0
7362,21,1,380,0,0,380,380,1,0
7363,21,1,0,0,0,0,0,1,0
7364,27,-1,0,0,0,489,489,1,489
7365,42,1,0,0,0,209.5,417.5,1,209.5
7366,24,1,178.5,0,0,178.5,178.5,1,0
7367,37,1,0,0,0,312,312,1,312
7368,42,-1,0,0,0,0,472,0,0
7369,34,-1,0,0,99,289.5,368.25,3,0
7370,27,-1,330,0,0,330,330,1,0
7371,42,1,388,0,0,388,388,1,0
7372,23,1,0,0,0,0,388,0,0
7373,54,1,0,23.71,0,50.64,282.21,2,26.93
7374,37,1,0,0,0,0,500.5,0,0
7375,45,1,0,47.83,58.83,106.67,283.33,2,0
7376,42,-1,72.2,0,0,72.2,199.4,1,0
7377,27,1,0,0,0,321,321,1,321
7378,57,1,0,0,447,447,447,1,0
7379,39,1,202.5,0,0,202.5,378,1,0
7380,42,1,0,0,328,328,328,1,0
7381,35,1,127,0,0,127,257,1,0
7382,37,-1,363,0,0,363,363,1,0
7383,32,1,317,0,0,317,317,1,0
7384,27,1,0,0,0,380,380,1,380
7385,21,-1,0,0,0,467,467,1,467
7386,27,1,0,0,0,0,527,0,0
7387,63,1,102.25,0,0,102.25,392.75,1,0
7388,44,-1,0,0,245,245,441.5,1,0
7389,25,1,70.8,73.8,0,144.6,212.6,2,0
7390,42,1,0,0,0,191,557.5,1,191
7391,47,-1,0,0,0,503,503,1,503
7392,48,1,0,109.67,125,234.67,360.67,2,0
7393,57,1,0,0,387,387,387,1,0
7394,32,1,0,0,0,0,323,0,0
7395,52,1,0,0,0,473.5,473.5,2,269
7396,36,-1,0,92,97.75,281.5,360.75,3,91.75
7397,24,1,0,169.5,0,333,333,2,163.5
7398,24,1,124.67,0,0,229.33,314.67,2,0
7399,27,-1,0,0,0,450,450,1,450
7400,42,-1,356,0,0,356,356,1,0
7401,37,1,0,0,0,0,303,0,0
7402,21,1,0,0,0,0,0,1,0
7403,53,-1,0,0,0,180.5,333,1,180.5
7404,37,1,0,0,0,271,271,1,271
7405,42,1,0,0,0,383,383,1,383
7406,34,1,0,0,0,97,335,1,97
7407,21,1,0,0,382,382,382,1,0
7408,52,-1,0,0,86.8,86.8,219.2,1,0
7409,53,1,0,214,0,214,419,1,0
7410,26,1,0,0,116.25,116.25,116.25,1,0
7411,52,1,0,0,0,0,408,0,0
7412,37,1,0,0,429,429,429,1,0
7413,52,1,0,0,0,0,540,0,0
7414,32,1,0,0,406,406,406,1,0
7415,67,1,0,0,0,393,393,1,393
7416,21,-1,0,0,0,0,649,0,0
7417,27,1,0,0,0,382,382,1,382
7418,33,1,0,107.67,0,252,356.33,2,0
7419,37,1,0,0,101,101,333.25,1,0
7420,32,1,0,0,430,430,430,1,0
7421,52,1,0,0,0,0,480,0,0
7422,27,1,0,0,331,331,331,1,0
7423,50,-1,0,0,0,94.75,342.5,1,94.75
7424,16,1,0,0,0,197.5,377,1,197.5
7425,37,1,0,0,277.5,535.5,535.5,2,258
7426,21,1,0,0,0,0,224,0,0
7427,27,1,330,0,0,330,330,1,0
7428,27,1,0,329,0,329,329,1,0
7429,48,-1,72.2,0,0,72.2,295.2,1,0
7430,27,1,0,0,0,394,394,1,394
7431,27,1,0,0,516,516,516,1,0
7432,52,1,0,0,0,130.33,130.33,1,130.33
7433,25,-1,0,138,0,138,365.67,1,0
7434,36,-1,129,0,0,129,357.67,1,0
7435,57,-1,0,0,0,454,454,1,454
7436,52,-1,0,0,23.79,85.14,310.64,4,0
7437,32,1,0,0,46,83.78,120.11,2,37.78
7438,57,1,0,313,0,313,313,1,0
7439,52,1,403,0,0,403,403,1,0
7440,33,1,0,197.5,0,197.5,370,1,0
7441,37,1,0,0,0,494,494,1,494
7442,21,1,182,0,0,182,182,1,0
7443,52,1,0,0,0,0,369,0,0
7444,37,1,0,0,151.5,151.5,151.5,1,0
7445,22,-1,0,0,0,195.5,359.5,1,195.5
7446,16,-1,0,0,0,454,454,1,454
7447,50,-1,87.25,0,0,173.25,249,3,0
7448,34,1,0,0,175,175,329,1,0
7449,27,1,0,0,0,0,0,1,0
7450,38,1,0,119,0,119,373,1,0
7451,45,1,0,0,0,145.67,360.33,1,145.67
7452,32,1,340,0,0,340,340,1,0
7453,27,1,0,0,0,0,461,0,0
7454,27,1,0,0,0,0,418,0,0
7455,43,-1,0,0,0,0,208.5,1,0
7456,38,-1,74.25,73.75,0,148,212.75,3,0
7457,57,-1,0,0,442,442,442,1,0
7458,37,1,0,0,0,0,423,0,0
7459,27,1,0,0,0,0,411,0,0
7460,52,1,341,0,0,341,341,1,0
7461,23,-1,0,0,163.67,163.67,279.33,1,0
7462,35,-1,0,0,0,165.5,334,1,165.5
7463,32,1,0,0,504,504,504,1,0
7464,32,1,0,0,0,498,498,1,498
7465,40,-1,0,0,0,99.29,235.43,2,51
7466,39,1,0,154,0,319.5,319.5,2,165.5
7467,35,-1,0,0,0,289.5,476.5,1,289.5
7468,34,1,0,0,0,64.6,246.6,1,64.6
7469,27,1,0,0,468,468,468,1,0
7470,34,1,159,0,182,341,341,2,0
7471,27,1,0,285,0,285,285,1,0
7472,41,1,0,0,160.33,160.33,160.33,1,0
7473,37,1,0,0,49.75,49.75,299.25,1,0
7474,56,1,0,0,146.67,146.67,146.67,2,0
7475,27,1,0,0,532,532,532,1,0
7476,32,-1,0,229,0,229,229,1,0
7477,32,1,317,0,0,317,317,1,0
7478,67,1,0,0,0,172.33,403.33,1,172.33
7479,47,1,128.33,0,148,276.33,276.33,2,0
7480,27,-1,327,0,0,327,327,1,0
7481,26,1,0,0,0,118.5,330.5,2,118.5
7482,37,1,87.75,0,0,87.75,152.75,1,0
7483,49,1,73,0,0,73,284.4,1,0
7484,45,1,0,0,0,0,296.5,0,0
7485,52,1,0,0,0,413,413,1,413
7486,25,1,0,0,135.33,268,268,3,0
7487,37,1,0,0,0,435,435,1,435
7488,57,-1,0,0,0,0,418,0,0
7489,43,1,45.43,0,0,45.43,295.43,1,0
7490,57,1,0,0,0,0,426,0,0
7491,47,1,0,0,0,262,262,1,262
7492,21,1,0,0,0,450,450,1,450
7493,27,-1,0,0,384,384,384,1,0
7494,52,1,0,0,0,311,311,1,311
7495,36,1,0,0,170,310.67,413.33,2,140.67
7496,27,-1,402,0,0,402,402,1,0
7497,37,1,0,0,0,442,442,1,442
7498,16,-1,0,34.36,0,34.36,98.09,1,0
7499,37,1,0,0,0,0,246,0,0
7500,27,1,0,0,0,0,414,0,0
7501,42,1,0,101.67,0,101.67,289.33,1,0
7502,42,1,0,0,0,545,545,1,545
7503,34,-1,0,0,0,0,307,0,0
7504,37,1,0,0,0,334,334,1,334
7505,32,-1,0,0,0,464,464,1,464
7506,42,1,0,0,0,0,345,0,0
7507,27,1,102.33,0,123.67,226,319,2,0
7508,27,-1,0,0,0,384,384,1,384
7509,57,-1,190.5,0,0,190.5,345.5,1,0
7510,32,1,0,0,0,0,324,0,0
7511,21,1,0,0,0,0,408,0,0
7512,52,1,0,0,0,460,460,1,460
7513,47,1,0,166.5,192,358.5,358.5,2,0
7514,42,1,0,0,0,0,393,0,0
7515,32,1,0,0,604,604,604,1,0
7516,37,-1,334,0,0,334,334,1,0
7517,27,1,0,0,517,517,517,1,0
7518,57,1,0,0,423,423,423,1,0
7519,42,1,0,0,457,457,457,1,0
7520,32,1,0,0,242.5,242.5,473.5,1,0
7521,32,1,0,0,143.33,143.33,243,1,0
7522,21,1,0,0,0,0,287,0,0
7523,64,1,0,0,0,100.4,295.2,1,100.4
7524,36,-1,0,93.25,0,93.25,337.5,1,0
7525,18,0,0,0,0,194.5,351,1,194.5
7526,27,-1,0,0,0,301,301,1,301
7527,27,1,0,0,0,411,411,1,411
7528,11,1,0,111,0,111,391.25,1,0
7529,27,1,0,0,0,381,381,1,381
7530,46,1,0,0,0,217,277,3,74.5
7531,32,-1,0,0,456,456,456,1,0
7532,36,1,0,38,0,38,71.89,1,0
7533,52,1,0,0,471,471,471,1,0
7534,32,1,0,0,539,539,539,1,0
7535,27,1,0,0,0,513,513,1,513
7536,37,1,0,0,0,444,444,1,444
7537,21,1,0,0,0,0,491,0,0
7538,16,1,0,0,0,87.5,336.75,1,87.5
7539,27,-1,0,0,0,488,488,1,488
7540,33,1,0,112.67,0,112.67,318.33,1,0
7541,32,1,0,0,0,378,378,1,378
7542,32,1,0,0,462,462,462,1,0
7543,42,1,0,0,0,0,235,0,0
7544,16,1,0,0,0,0,342,0,0
7545,42,1,0,0,428,428,428,1,0
7546,21,-1,0,0,0,482,482,1,482
7547,49,1,0,0,19.4,37.15,161.7,2,0
7548,32,1,378,0,0,378,378,1,0
7549,42,1,0,0,0,0,281,0,0
7550,27,1,0,0,0,353,353,1,353
7551,47,1,390,0,0,390,390,1,0
7552,32,-1,0,0,53.33,53.33,248.33,2,0
7553,21,1,0,0,0,374,374,1,374
7554,43,-1,0,0,0,0,368.5,0,0
7555,33,-1,0,0,0,100.33,271.67,1,100.33
7556,21,0,0,0,0,187,347.5,1,187
7557,42,1,0,0,0,0,482,0,0
7558,39,-1,0,0,259.5,498.5,498.5,2,0
7559,32,1,0,0,81.8,81.8,202.6,1,0
7560,35,1,0,0,0,161,289.5,1,161
7561,45,-1,0,125,0,125,232,1,0
7562,37,1,0,0,0,357,357,1,357
7563,47,1,125.33,0,0,253,253,3,0
7564,52,1,0,0,411,411,411,1,0
7565,42,1,0,0,0,393,393,1,393
7566,27,1,0,496,0,496,496,1,0
7567,57,1,383,0,0,383,383,1,0
7568,28,-1,0,0,136.33,136.33,357.67,1,0
7569,37,1,0,0,0,0,323,0,0
7570,33,1,0,168,0,168,325.5,1,0
7571,55,-1,73.8,0,0,73.8,155,1,0
7572,43,1,0,0,0,169.5,295,1,169.5
7573,35,-1,0,0,0,0,229,0,0
7574,52,1,29,30.09,0,88.18,217.09,6,0
7575,37,1,0,0,0,348,348,1,348
7576,42,-1,0,0,0,388,388,1,388
7577,34,1,0,0,0,0,262.33,0,0
7578,25,-1,0,135,0,135,263.33,1,0
7579,24,1,0,185.5,221.5,407,407,2,0
7580,52,-1,0,0,570,570,570,1,0
7581,24,-1,0,193,0,193,193,2,0
7582,42,-1,0,0,0,0,532,0,0
7583,36,1,81.4,0,0,166.8,313.2,2,0
7584,42,1,0,0,0,322,322,1,322
7585,27,1,0,0,372,372,372,1,0
7586,59,1,26.5,0,0,53.93,252.64,3,0
7587,33,1,0,0,73.8,73.8,240.8,2,0
7588,36,-1,83,0,91.75,174.75,333,2,0
7589,37,1,0,0,0,0,337,0,0
7590,33,1,0,0,0,145,145,1,145
7591,32,1,0,0,0,0,299,0,0
7592,35,-1,0,0,0,0,411.5,0,0
7593,50,1,24.36,0,0,24.36,234.79,5,0
7594,32,1,0,45.1,48.6,93.7,248.3,2,0
7595,27,1,341,0,0,341,341,1,0
7596,44,1,0,0,225.5,225.5,396,1,0
7597,55,1,26.33,0,0,49.5,225.67,3,0
7598,52,1,0,0,0,0,421,0,0
7599,27,1,0,311,0,311,311,1,0
7600,34,-1,91,0,0,91,349.75,1,0
7601,32,1,0,0,0,0,0,1,0
7602,38,1,0,99.25,0,99.25,193.25,2,0
7603,52,1,0,0,0,469,469,1,469
7604,37,-1,0,0,0,0,241.5,0,0
7605,47,1,0,0,0,395,395,1,395
7606,23,-1,0,34.4,0,34.4,253.9,1,0
7607,47,1,0,0,0,456,456,1,456
7608,37,1,0,0,0,431,431,1,431
7609,32,1,0,0,0,221.5,477,1,221.5
7610,42,1,0,0,27.86,99.07,273.64,6,0
7611,32,1,0,0,0,0,231,0,0
7612,27,-1,0,318,0,318,318,1,0
7613,32,-1,0,0,0,0,0,0,0
7614,42,1,0,0,0,408,408,1,408
7615,27,1,0,0,0,395,395,1,395
7616,62,1,0,0,0,0,389,0,0
7617,27,-1,0,0,0,388,388,1,388
7618,52,1,0,0,0,450,450,1,450
7619,33,-1,0,0,0,41.25,186,1,41.25
7620,39,1,0,0,33.58,33.58,60.67,1,0
7621,32,1,0,0,0,389,389,1,389
7622,48,1,0,42.56,0,42.56,164,2,0
7623,37,1,0,0,100,100,174.25,1,0
7624,37,1,0,0,0,0,275,0,0
7625,42,1,0,0,0,0,475,0,0
7626,44,-1,0,51.14,0,51.14,277.43,1,0
7627,27,1,0,0,339,339,339,1,0
7628,32,1,0,0,0,208.5,415,1,208.5
7629,52,-1,0,0,0,0,363,0,0
7630,53,1,0,21.83,0,86.61,192.22,5,23.72
7631,27,-1,0,392,0,392,392,1,0
7632,42,-1,0,0,232.5,232.5,408,1,0
7633,27,-1,0,0,0,0,0,0,0
7634,32,-1,379,0,0,379,379,1,0
7635,27,1,0,0,531,531,531,1,0
7636,25,-1,0,0,257.5,257.5,450.5,1,0
7637,27,1,0,328,0,328,328,1,0
7638,35,1,0,0,48.63,48.63,206.63,1,0
7639,37,1,0,0,421,421,421,1,0
7640,52,1,0,0,283,283,283,1,0
7641,43,1,0,0,14.95,28.59,170.59,4,0
7642,30,-1,0,0,0,0,427.5,0,0
7643,37,1,327,0,0,327,327,1,0
7644,42,1,0,21.5,0,41.36,67,7,0
7645,40,1,0,0,11.38,33.25,200.67,4,0
7646,42,-1,0,83.4,0,166.6,305.4,2,83.2
7647,42,1,0,0,0,0,241.5,0,0
7648,35,1,72.4,0,0,72.4,342.6,1,0
7649,37,1,0,0,0,384,384,1,384
7650,37,1,0,0,0,0,490,0,0
7651,27,1,0,350,0,350,350,1,0
7652,22,-1,0,0,48.75,48.75,239,1,0
7653,22,1,0,148,0,148,148,1,0
7654,33,-1,0,0,0,241.5,426.5,1,241.5
7655,32,-1,0,0,384,384,384,1,0
7656,39,1,0,0,0,151,151,2,151
7657,27,1,0,0,0,337,337,1,337
7658,44,1,0,14.09,0,54.74,241.39,7,0
7659,52,1,0,0,0,306,306,1,306
7660,47,1,0,0,0,545,545,1,545
7661,45,1,0,0,94.75,94.75,254.75,2,0
7662,57,1,0,0,0,416,416,1,416
7663,43,1,0,0,0,0,319.3,0,0
7664,34,1,0,23.93,0,23.93,242.8,1,0
7665,21,1,0,104.67,0,104.67,351,1,0
7666,37,1,0,0,0,0,318,0,0
7667,27,1,0,0,0,372,372,1,372
7668,21,1,166,169.5,0,335.5,335.5,2,0
7669,41,1,0,0,0,157,286.33,1,157
7670,42,1,0,0,0,0,0,1,0
7671,32,-1,371,0,0,371,371,1,0
7672,29,1,0,0,0,72.6,294.6,1,72.6
7673,43,1,0,0,0,53.83,290.17,1,53.83
7674,32,1,58.6,0,0,58.6,112.2,1,0
7675,42,1,0,0,0,353,353,1,353
7676,32,-1,0,0,0,400,400,1,400
7677,21,1,0,0,494,494,494,1,0
7678,37,-1,0,144.67,0,144.67,451.33,1,0
7679,25,-1,0,0,175.5,175.5,327,1,0
7680,52,1,0,338,0,338,338,1,0
7681,52,1,0,0,0,348,348,1,348
7682,24,-1,0,57.57,68,125.57,329.43,2,0
7683,47,-1,0,0,0,421,421,1,421
7684,52,1,0,0,0,0,502,0,0
7685,21,1,264,0,0,264,264,1,0
7686,52,1,0,0,0,452,452,1,452
7687,42,1,0,0,363,363,363,1,0
7688,27,1,68.8,0,0,68.8,279.4,1,0
7689,24,1,73.6,87.2,0,160.8,314.8,2,0
7690,42,-1,174,0,0,174,342,1,0
7691,21,1,190.5,0,0,190.5,347.5,1,0
7692,50,-1,0,0,37.08,37.08,351.33,1,0
7693,62,1,0,0,0,353,353,1,353
7694,65,1,0,0,0,111.33,323,1,111.33
7695,42,1,0,543,0,543,543,1,0
7696,57,1,333,0,0,333,333,1,0
7697,42,1,61.67,0,0,195.17,297.17,4,0
7698,27,1,0,0,0,0,463,0,0
7699,21,-1,0,0,0,0,0,1,0
7700,24,1,0,171,0,171,323.5,1,0
7701,43,1,0,0,72,72,245.6,1,0
7702,37,1,390,0,0,390,390,1,0
7703,36,-1,0,57.57,0,57.57,269.43,2,0
7704,27,1,0,0,0,0,262,0,0
7705,47,1,0,420,0,420,420,1,0
7706,43,1,0,0,15.67,131.75,253.71,14,0
7707,34,1,0,0,143.5,143.5,415.5,1,0
7708,37,1,0,0,0,443,443,1,443
7709,42,-1,0,0,0,327,327,1,327
7710,27,1,0,407,0,407,407,1,0
7711,35,1,58.8,0,0,112,281.4,2,53.2
7712,43,1,0,0,274.5,274.5,449.5,1,0
7713,32,-1,0,0,0,424,424,1,424
7714,18,1,0,55.5,0,55.5,303.25,1,0
7715,42,1,0,0,0,0,387,0,0
7716,37,-1,394,0,0,394,394,1,0
7717,32,1,0,0,0,0,0,1,0
7718,47,1,0,0,0,0,0,1,0
7719,39,1,59.67,0,0,59.67,352.67,1,0
7720,45,-1,0,0,0,0,214.5,1,0
7721,47,1,0,0,0,0,263,0,0
7722,21,1,390,0,0,390,390,1,0
7723,42,1,0,0,0,0,401,0,0
7724,47,1,0,47.43,53.14,100.57,182.14,4,0
7725,52,-1,0,0,0,382,382,1,382
7726,42,1,0,0,0,454,454,1,454
7727,27,1,385,0,0,385,385,1,0
7728,40,1,0,0,50.2,50.2,271,1,0
7729,32,-1,0,0,0,16.94,252.38,1,16.94
7730,27,-1,0,0,0,0,293.33,0,0
7731,25,-1,0,104.25,0,104.25,386.25,1,0
7732,25,-1,35.8,0,38.2,74,272.9,2,0
7733,26,-1,0,0,26.41,72.71,232.76,3,0
7734,37,1,0,0,332,332,332,1,0
7735,35,-1,0,0,0,230,416.5,1,230
7736,21,-1,0,0,165,165,315.5,1,0
7737,45,-1,82,80.25,0,162.25,162.25,2,0
7738,52,1,0,0,0,161.67,428.33,1,161.67
7739,49,1,7.62,0,0,15.82,279.23,3,0
7740,27,1,0,0,0,0,169,1,0
7741,21,1,0,0,0,385,385,1,385
7742,42,-1,0,0,200,200,383,1,0
7743,54,1,0,0,79,79,145.8,1,0
7744,21,1,0,0,0,300,300,1,300
7745,26,-1,0,11.14,12.5,35.45,35.45,3,0
7746,20,1,0,0,0,0,208,0,0
7747,37,1,0,0,0,0,333,0,0
7748,32,1,0,0,477,477,477,1,0
7749,32,1,287,0,0,287,287,1,0
7750,35,-1,0,0,145.33,145.33,145.33,3,0
7751,47,1,0,98.5,0,242,242,4,0
7752,21,1,0,331,0,331,331,1,0
7753,42,1,0,73.75,0,73.75,209.75,1,0
7754,18,-1,0,0,91.5,91.5,182.75,1,0
7755,37,1,0,0,0,331,331,1,331
7756,21,1,0,0,0,450,450,1,450
7757,42,1,0,0,355,355,355,1,0
7758,39,1,0,0,206,206,206,2,0
7759,34,1,47.75,0,0,47.75,206.25,1,0
7760,35,1,0,0,0,269.67,269.67,2,129
7761,32,-1,0,0,97,97,379.6,1,0
7762,25,1,0,0,45.5,45.5,74.75,1,0
7763,22,-1,0,171.5,0,171.5,315,1,0
7764,47,1,0,0,0,302,302,1,302
7765,27,1,300,0,0,300,300,1,0
7766,33,1,0,0,0,0,642.33,0,0
7767,37,1,0,0,0,0,0,1,0
7768,43,1,0,0,0,406,406,2,213.5
7769,36,1,0,89.75,0,174.75,316,2,85
7770,37,1,0,0,433,433,433,1,0
7771,42,1,0,0,0,362,362,1,362
7772,54,1,0,0,59,59,107.5,1,0
7773,28,1,0,0,0,0,292.67,0,0
7774,39,1,0,46.71,0,46.71,139.29,2,0
7775,62,1,0,384,0,384,384,1,0
7776,42,1,0,0,0,0,0,1,0
7777,42,-1,0,0,0,527,527,1,527
7778,37,1,0,0,396,396,396,1,0
7779,36,1,0,0,0,0,230.2,1,0
7780,21,-1,0,0,0,341,341,1,341
7781,52,1,0,0,0,0,382,0,0
7782,23,-1,0,0,43.63,43.63,288.38,2,0
7783,37,-1,0,0,0,472,472,1,472
7784,37,1,0,0,334,334,334,1,0
7785,31,1,0,45.5,0,45.5,88.17,1,0
7786,43,1,0,0,0,114.5,396.75,1,114.5
7787,37,-1,0,0,0,604,604,1,604
7788,47,1,0,0,0,0,317,0,0
7789,50,1,0,0,113,113,113,3,0
7790,27,-1,0,0,534,534,534,1,0
