,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY,GENDER,EVENT_DT,DAY,YEAR,DAY_OF_WEEK,MONTH,ID,LOCATION,LABEL
20922,6765,2015-05-17,Des chenes-toi,Demi Marathon Podiatre Elizabeth,01:29:24,M50-59,M,2015-05-17,17,2015,6,5,20922,"DRUMMONDVILLE, QC",0
20923,6765,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:24:59,M50-54,M,2014-09-28,28,2014,6,9,20923,"MONTREAL, QC",1
20924,6765,2014-06-14,Triathlon FBL Drummondville,Duathlon Individuel,01:05:48,M50-54,M,2014-06-14,14,2014,5,6,20924,"DRUMMONDVILLE, QC",0
20925,6765,2014-05-18,Des Chenes Toi,5 km - Buropro,00:40:30,M18+,M,2014-05-18,18,2014,6,5,20925,"DRUMMONDVILLE, QC",0
20926,6765,2013-09-21,Defi Velo Mag,Cyclosportive 105 km,03:21:59,M50-54,M,2013-09-21,21,2013,5,9,20926,"SHAWINIGAN, QC",0
20927,6765,2013-05-19,Des Chenes Toi,5 Km- Physio Sante,00:24:16,M18+,M,2013-05-19,19,2013,6,5,20927,"DRUMMONDVILLE, QC",0
20928,6765,2012-09-22,Defi Velo Mag,105 Km,03:14:30,M40-49,M,2012-09-22,22,2012,5,9,20928,"SHAWINIGAN, QC",0
20929,6766,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:14:04,M45-49,M,2015-09-20,20,2015,6,9,20929,"MONTREAL, QC",1
20930,6767,2016-05-22,Courses Thematiques Marathon SSQ de Longueuil,Marathon,04:06:46,M40-49,M,2016-05-22,22,2016,6,5,20930,"LONGUEUIL, QC",1
20931,6767,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M40-44,M,2016-04-24,24,2016,6,4,20931,"MONTREAL, QC",0
20932,6767,2015-10-18,Scotiabank Toronto Waterfront Marathon,Half-Marathon,-1,M35-39,M,2015-10-18,18,2015,6,10,20932,"TORONTO, ON",0
20933,6767,2015-05-31,COURSE D’ÉTÉ DES ÎLES DE BOUCHERVILLE,10K Marathon,00:47:49,M30-39,M,2015-05-31,31,2015,6,5,20933,"BOUCHERVILLE, QC",0
20934,6767,2015-04-26,Banque Scotia 21K de Montreal,5K Road Race,00:22:26,M35-39,M,2015-04-26,26,2015,6,4,20934,"MONTREAL, QC",0
20935,6767,2015-03-15,Le tour de l'horloge,5K Road Race,00:26:42,M30-39,M,2015-03-15,15,2015,6,3,20935,"MONTREAL, QC",0
20936,6767,2014-11-02,Course d'Oka Race,21.1 KM,02:20:50,M30-39,M,2014-11-02,2,2014,6,11,20936,"OKA, QC",0
20937,6767,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:05:52,M35-39,M,2014-09-28,28,2014,6,9,20937,"MONTREAL, QC",0
20938,6767,2014-08-24,Marathon SSQ Lévis-Québec,10K Marathon,-1,M30-39,M,2014-08-24,24,2014,6,8,20938,"QUEBEC, QC",0
20939,6767,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,M35-39,M,2014-05-25,25,2014,6,5,20939,"OTTAWA, ON",1
20940,6767,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:42:08,M35-39,M,2014-04-27,27,2014,6,4,20940,"MONTREAL, QC",0
20941,6767,2013-09-22,Marathon Oasis de Montreal,Marathon,04:13:02,M35-39,M,2013-09-22,22,2013,6,9,20941,"MONTREAL, QC",1
20942,6767,2013-05-26,Ottawa Race Weekend,Marathon,-1,M35-39,M,2013-05-26,26,2013,6,5,20942,"OTTAWA, ON",1
20943,6767,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,02:02:11,M35-39,M,2013-04-28,28,2013,6,4,20943,"MONTREAL, QC",0
20944,6767,2012-10-14,Classique Du Parc La Fontaine,5K Road Race,00:26:23,M30-39,M,2012-10-14,14,2012,6,10,20944,"MONTREAL, QC",0
20945,6767,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:59:17,M35-39,M,2012-09-23,23,2012,6,9,20945,"MONTREAL, QC",0
20946,6767,2012-05-26,Ottawa Race Weekend,10K Marathon,01:03:26,M35-39,M,2012-05-26,26,2012,5,5,20946,"OTTAWA, ON",0
20947,6768,2016-05-01,Goodlife Fitness Toronto Marathon,Half-Marathon,01:57:34,M35-39,M,2016-05-01,1,2016,6,5,20947,"TORONTO, ON",0
20948,6768,2015-09-20,Army Run - Course de l'Armée,Half-Marathon - Demi-Marathon,01:58:04,M35-39,M,2015-09-20,20,2015,6,9,20948,"OTTAWA, ON",0
20949,6768,2015-05-10,Sporting Life 10K Toronto,10K Marathon,-1,M35-39,M,2015-05-10,10,2015,6,5,20949,"TORONTO, ON",0
20950,6768,2015-05-03,Goodlife Fitness Toronto Marathon,Half-Marathon,01:47:29,M35-39,M,2015-05-03,3,2015,6,5,20950,"TORONTO, ON",0
20951,6768,2014-10-19,Scotiabank Toronto Waterfront Marathon,Marathon,04:17:02,M35-39,M,2014-10-19,19,2014,6,10,20951,"TORONTO, ON",1
20952,6768,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:10:01,M35-39,M,2014-09-28,28,2014,6,9,20952,"MONTREAL, QC",1
20953,6768,2014-09-21,Army Run - Course de l'Armée,Half-Marathon - Demi-Marathon,01:55:39,M35-39,M,2014-09-21,21,2014,6,9,20953,"OTTAWA, ON",0
20954,6768,2014-04-27,Mercedes-Benz 10K,10 km Run,00:48:54,M30-39,M,2014-04-27,27,2014,6,4,20954,OAKVILLE,0
20955,6768,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:56:00,M35-39,M,2013-10-20,20,2013,6,10,20955,"TORONTO, ON",1
20956,6768,2013-09-22,Army Run - Course de l'armee,Half-Marathon - Demi-Marathon,01:44:50,M35-39,M,2013-09-22,22,2013,6,9,20956,"OTTAWA, ON",0
20957,6768,2013-05-05,"Goodlife Toronto Marathon, Half Marathon, and 5k",Half-Marathon,01:47:04,M35-39,M,2013-05-05,5,2013,6,5,20957,"TORONTO, ON",0
20958,6768,2013-04-21,Toronto Yonge Street 10K,10 km Run,00:46:22,M35-39,M,2013-04-21,21,2013,6,4,20958,"TORONTO, ON",0
20959,6768,2012-10-14,Scotiabank Toronto Waterfront Marathon,Half-Marathon,01:55:39,M30-34,M,2012-10-14,14,2012,6,10,20959,"TORONTO, ON",0
20960,6768,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:51:41,M30-34,M,2012-09-23,23,2012,6,9,20960,"MONTREAL, QC",0
20961,6768,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:01:46,M30-39,M,2012-08-26,26,2012,6,8,20961,"QUEBEC, QC",0
20962,6768,2012-06-23,Toronto Pearson Runway Run,5K,-1,M30-39,M,2012-06-23,23,2012,5,6,20962,"TORONTO, ON",0
20963,6768,2012-06-03,Bread and Honey Races,15K Marathon,01:19:33,M30-34,M,2012-06-03,3,2012,6,6,20963,MISSISSAUGA,0
20964,6768,2012-05-26,Ottawa Race Weekend,10K Marathon,00:58:57,M30-34,M,2012-05-26,26,2012,5,5,20964,"OTTAWA, ON",0
20965,6768,2012-05-05,Mississauga Marathon Races,10K Marathon,00:50:41,M30-39,M,2012-05-05,5,2012,5,5,20965,MISSISSAUGA,0
20966,6768,2012-04-22,Toronto Yonge Street 10K,10K Marathon,00:56:17,M30-34,M,2012-04-22,22,2012,6,4,20966,"TORONTO, ON",0
20967,6769,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:30:15,M25-29,M,2014-09-28,28,2014,6,9,20967,"MONTREAL, QC",1
20968,6770,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:05:31,M55-59,M,2014-09-28,28,2014,6,9,20968,"MONTREAL, QC",1
20969,6770,2014-06-08,La Grande Viree des Sentiers St-Bruno,20 KM,02:05:53,M50-59,M,2014-06-08,8,2014,6,6,20969,ST-BRUNO,0
20970,6770,2013-06-09,La Grande Viree des Sentiers St-Bruno,20 KM,01:50:45,M50-59,M,2013-06-09,9,2013,6,6,20970,ST-BRUNO,0
20971,6770,2012-06-10,La Grande Viree des Sentiers St-Bruno,20 KM,01:51:25,M50-59,M,2012-06-10,10,2012,6,6,20971,ST-BRUNO,0
20972,6771,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:03:24,M30-34,M,2015-09-20,20,2015,6,9,20972,"MONTREAL, QC",1
20973,6772,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:28:31,M50-54,M,2015-09-20,20,2015,6,9,20973,"MONTREAL, QC",0
20974,6773,2012-09-23,Marathon Oasis de Montreal,Marathon,04:21:16,F35-39,F,2012-09-23,23,2012,6,9,20974,"MONTREAL, QC",1
20975,6774,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:55:02,M50-54,M,2015-09-13,13,2015,6,9,20975,"MONTREAL, QC",0
20976,6774,2015-06-14,Tour du Lac Brome Merrell,10K Marathon,00:51:27,M50-59,M,2015-06-14,14,2015,6,6,20976,"LAC-BROME, QC",0
20977,6774,2015-05-31,Triathlon Challenge Antoine-Manseau Joliette,Triathlon sprint AG Coupe du Québec,01:30:07,M50-54,M,2015-05-31,31,2015,6,5,20977,"JOLIETTE, QC",0
20978,6774,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:18:04,M50-54,M,2014-09-28,28,2014,6,9,20978,"MONTREAL, QC",0
20979,6774,2014-09-06,Triathlon Esprit de Montreal,Triathlon Sprint,01:27:49,M50-54,M,2014-09-06,6,2014,5,9,20979,"MONTREAL, QC",0
20980,6774,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Sprint,01:38:21,M45-49,M,2013-08-11,11,2013,6,8,20980,"MAGOG, QC",0
20981,6774,2013-07-14,Challenge O2 Merrell,Triathlon Sprint,01:53:48,M45-49,M,2013-07-14,14,2013,6,7,20981,"SHERBROOKE, QC",0
20982,6774,2012-05-27,Ottawa Race Weekend,Half-Marathon,01:55:02,M45-49,M,2012-05-27,27,2012,6,5,20982,"OTTAWA, ON",0
20983,6775,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:54:28,F65-69,F,2014-09-28,28,2014,6,9,20983,"MONTREAL, QC",1
20984,6776,2016-05-01,Demi-marathon international Oasis de Lévis,Demi-Marathon,-1,F35-39,F,2016-05-01,1,2016,6,5,20984,"QUEBEC, QC",0
20985,6776,2015-10-18,Scotiabank Toronto Waterfront Marathon,Half-Marathon,-1,F35-39,F,2015-10-18,18,2015,6,10,20985,"TORONTO, ON",0
20986,6776,2015-09-13,LE 10 KM DE L'UNIVERSITÉ LAVAL,10K Marathon,00:38:52,F30-39,F,2015-09-13,13,2015,6,9,20986,"QUEBEC, QC",0
20987,6776,2015-07-11,Vert le Raid - Québec Méga Trail,Half-Marathon,03:05:05,F30-39,F,2015-07-11,11,2015,5,7,20987,"ST-ANNE-DE-BEAUPR�, QC",0
20988,6776,2015-06-14,Défi des escaliers,Super Défi,-1,F30-39,F,2015-06-14,14,2015,6,6,20988,"QUEBEC, QC",0
20989,6776,2015-06-14,Défi des escaliers,Meilleur grimpeur,-1,F30-39,F,2015-06-14,14,2015,6,6,20989,"QUEBEC, QC",0
20990,6776,2015-06-06,Vert le Raid - TRAIL La Clinique Du Coureur,30 KM,04:29:03,F30-39,F,2015-06-06,6,2015,5,6,20990,"LAC-BEAUPORT, QC",0
20991,6776,2014-05-25,Tamarack Ottawa Race Weekend,Half-Marathon,-1,F35-39,F,2014-05-25,25,2014,6,5,20991,"OTTAWA, ON",0
20992,6776,2014-04-27,Course du Cegep Trois-Rivieres,5 km Course,00:18:49,F-SENIOR II,F,2014-04-27,27,2014,6,4,20992,"TROIS-RIVIERES, QC",0
20993,6776,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:00:13,F35-39,F,2013-10-20,20,2013,6,10,20993,"TORONTO, ON",1
20994,6776,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:27:22,F30-39,F,2013-08-25,25,2013,6,8,20994,"QUEBEC, QC",0
20995,6776,2013-07-27,Festi-beach du Lac a la Tortue,5K Road Race,00:18:41,F30-39,F,2013-07-27,27,2013,5,7,20995,LAC A LA TORTUE,0
20996,6776,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,01:25:07,F30-39,F,2013-05-05,5,2013,6,5,20996,"QUEBEC, QC",0
20997,6776,2013-04-28,Course du Cegep Trois-Rivieres,5K Road Race,00:18:44,F-SEN II,F,2013-04-28,28,2013,6,4,20997,"TROIS-RIVIERES, QC",0
20998,6776,2012-09-23,Marathon Oasis de Montreal,Marathon,03:02:39,F30-34,F,2012-09-23,23,2012,6,9,20998,"MONTREAL, QC",1
20999,6776,2012-06-03,Defi des Escaliers,Grimpeurs,00:02:42,F30-39,F,2012-06-03,3,2012,6,6,20999,"QUEBEC, QC",0
21000,6776,2012-06-03,Defi des Escaliers,Half-Marathon,-1,F30-39,F,2012-06-03,3,2012,6,6,21000,"QUEBEC, QC",0
21001,6776,2012-06-03,Defi des Escaliers,Sprinteurs,00:16:39,F30-39,F,2012-06-03,3,2012,6,6,21001,"QUEBEC, QC",0
21002,6776,2012-05-06,Demi Marathon International de Quebec,Demi-Marathon,01:27:17,F30-39,F,2012-05-06,6,2012,6,5,21002,"QUEBEC, QC",0
21003,6777,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:04:35,M35-39,M,2015-09-20,20,2015,6,9,21003,"MONTREAL, QC",1
21004,6778,2016-05-08,Au rythme de nos foulées Châteauguay,10K Marathon,00:56:57,F30-39,F,2016-05-08,8,2016,6,5,21004,"CH�TEAUGUAY, QC",0
21005,6778,2016-05-01,Défi course et marche Desjardins Sainte Thérèse,10K Marathon,00:56:58,F30-39,F,2016-05-01,1,2016,6,5,21005,ST-TH�R�SE,0
21006,6778,2016-03-20,Course et marche populaires de LaSalle,10K Marathon,00:55:54,F30-39,F,2016-03-20,20,2016,6,3,21006,"LASALLE, QC",0
21007,6778,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:45:29,F30-34,F,2015-09-20,20,2015,6,9,21007,"MONTREAL, QC",1
21008,6779,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:21:32,F35-39,F,2015-09-20,20,2015,6,9,21008,"MONTREAL, QC",1
21009,6779,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,03:00:19,F30-34,F,2014-09-28,28,2014,6,9,21009,"MONTREAL, QC",0
21010,6779,2013-10-26,Course 10km Apocalypse/ Course des Citrouilles,10K Marathon,01:07:16,F30-34,F,2013-10-26,26,2013,5,10,21010,"MONTREAL, QC",0
21011,6779,2013-09-15,La Grande Vadrouille,10K Marathon,01:02:23,F30-39,F,2013-09-15,15,2013,6,9,21011,"VAUDREUIL, QC",0
21012,6780,2013-09-22,Marathon Oasis de Montreal,Marathon,04:52:16,M18-24,M,2013-09-22,22,2013,6,9,21012,"MONTREAL, QC",1
21013,6781,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:19:10,M40-44,M,2015-09-20,20,2015,6,9,21013,"MONTREAL, QC",0
21014,6782,2016-04-24,Banque Scotia 21K de Montreal,Demi-Marathon,-1,M35-39,M,2016-04-24,24,2016,6,4,21014,"MONTREAL, QC",0
21015,6782,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:27:41,M30-34,M,2014-09-28,28,2014,6,9,21015,"MONTREAL, QC",1
21016,6782,2014-04-27,Banque Scotia 21km et 5km,Half-Marathon,01:50:36,M30-34,M,2014-04-27,27,2014,6,4,21016,"MONTREAL, QC",0
21017,6782,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:47:09,M30-34,M,2013-09-22,22,2013,6,9,21017,"MONTREAL, QC",0
21018,6782,2013-06-29,Demi Marathon de Sherbrooke,Demi-Marathon,02:06:03,M30-39,M,2013-06-29,29,2013,5,6,21018,"SHERBROOKE, QC",0
21019,6782,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:50:30,M30-34,M,2013-04-28,28,2013,6,4,21019,"MONTREAL, QC",0
21020,6782,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:48:34,M30-34,M,2012-09-23,23,2012,6,9,21020,"MONTREAL, QC",0
21021,6782,2012-04-29,Banque Scotia 21km et 5km,21.1 KM,02:08:16,M30-34,M,2012-04-29,29,2012,6,4,21021,"MONTREAL, QC",0
21022,6783,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:56:11,M30-34,M,2014-09-28,28,2014,6,9,21022,"MONTREAL, QC",1
21023,6783,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:30:28,M35-39,M,2013-09-22,22,2013,6,9,21023,"MONTREAL, QC",0
21024,6783,2013-05-25,Ottawa Race Weekend,Ottawa 10K,00:40:00,M30-34,M,2013-05-25,25,2013,5,5,21024,"OTTAWA, ON",0
21025,6783,2012-09-09,Demi-Marathon Granby,10 Km Course,00:39:34,M30-39,M,2012-09-09,9,2012,6,9,21025,"GRANBY, QC",0
21026,6783,2012-06-23,Le Defi Beauceron,10K Marathon,00:42:11,M30-39,M,2012-06-23,23,2012,5,6,21026,ST-PROSPER,0
21027,6783,2012-06-17,Tour du Lac Brome,10K Marathon,00:44:05,M30-39,M,2012-06-17,17,2012,6,6,21027,"LAC-BROME, QC",0
21028,6783,2012-05-26,Ottawa Race Weekend,10K Marathon,00:43:03,M30-34,M,2012-05-26,26,2012,5,5,21028,"OTTAWA, ON",0
21029,6784,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:16:01,F40-44,F,2015-09-20,20,2015,6,9,21029,"MONTREAL, QC",0
21030,6784,2015-09-06,30 km sur les rives de Boucherville,30K Marathon,02:54:26,M40-49,M,2015-09-06,6,2015,6,9,21030,"BOUCHERVILLE, QC",0
21031,6785,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:44:27,M30-34,M,2014-09-28,28,2014,6,9,21031,"MONTREAL, QC",1
21032,6785,2014-05-25,Tamarack Ottawa Race Weekend,Marathon,-1,M30-34,M,2014-05-25,25,2014,6,5,21032,"OTTAWA, ON",1
21033,6786,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:28:03,M45-49,M,2015-09-20,20,2015,6,9,21033,"MONTREAL, QC",1
21034,6787,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:48:12,M35-39,M,2015-09-20,20,2015,6,9,21034,"MONTREAL, QC",0
21035,6788,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:43:44,F18-24,F,2014-09-28,28,2014,6,9,21035,"MONTREAL, QC",1
21036,6789,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:54:22,M30-34,M,2014-09-28,28,2014,6,9,21036,"MONTREAL, QC",0
21037,6789,2012-09-23,Marathon Oasis de Montreal,Marathon,03:58:04,M30-34,M,2012-09-23,23,2012,6,9,21037,"MONTREAL, QC",1
21038,6790,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:38:31,M50-54,M,2015-09-20,20,2015,6,9,21038,"MONTREAL, QC",1
21039,6790,2014-10-05,Marathon de Rimouski,Marathon,03:38:47,M50-59,M,2014-10-05,5,2014,6,10,21039,"RIMOUSKI, QC",1
21040,6790,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:55:27,M50-54,M,2014-09-28,28,2014,6,9,21040,"MONTREAL, QC",1
21041,6790,2013-10-06,Marathon de Rimouski,42.2km,03:37:10,M50-59,M,2013-10-06,6,2013,6,10,21041,"RIMOUSKI, QC",1
21042,6790,2013-09-22,Marathon Oasis de Montreal,Marathon,03:37:21,M50-54,M,2013-09-22,22,2013,6,9,21042,"MONTREAL, QC",1
21043,6790,2013-05-26,Ottawa Race Weekend,Marathon,-1,M50-54,M,2013-05-26,26,2013,6,5,21043,"OTTAWA, ON",1
21044,6791,2013-09-22,Marathon Oasis de Montreal,Marathon,03:47:11,M18-24,M,2013-09-22,22,2013,6,9,21044,"MONTREAL, QC",1
21045,6791,2012-09-23,Marathon Oasis de Montreal,Marathon,04:52:35,M18-24,M,2012-09-23,23,2012,6,9,21045,"MONTREAL, QC",1
21046,6791,2012-06-16,Tour du Lac Brome,"22,2 Km Chemin de Campagne",01:53:32,M20-29,M,2012-06-16,16,2012,5,6,21046,"LAC-BROME, QC",0
21047,6792,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:12:03,M50-54,M,2014-09-28,28,2014,6,9,21047,"MONTREAL, QC",0
21048,6792,2013-09-22,Marathon Oasis de Montreal,Marathon,04:34:32,M45-49,M,2013-09-22,22,2013,6,9,21048,"MONTREAL, QC",1
21049,6793,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:33:37,M25-29,M,2015-09-20,20,2015,6,9,21049,"MONTREAL, QC",1
21050,6794,2016-05-29,Tamarack Ottawa Race Weekend,Marathon,-1,M35-39,M,2016-05-29,29,2016,6,5,21050,"OTTAWA, ON",1
21051,6794,2013-09-15,La Grande Vadrouille,10K Marathon,00:40:39,M30-39,M,2013-09-15,15,2013,6,9,21051,"VAUDREUIL, QC",0
21052,6794,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,03:22:32,M30-39,M,2013-08-25,25,2013,6,8,21052,"QUEBEC, QC",1
21053,6794,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:26:57,M30-39,M,2013-08-04,4,2013,6,8,21053,ST-ANNE-DE-BELLEVUE,0
21054,6794,2013-07-13,Vert le Raid - Quebec Mega Trail,Half-Marathon,01:58:00,M30-39,M,2013-07-13,13,2013,5,7,21054,MONT SAINTE-ANNE,0
21055,6794,2013-05-26,Ottawa Race Weekend,Marathon,-1,M35-39,M,2013-05-26,26,2013,6,5,21055,"OTTAWA, ON",1
21056,6794,2013-05-05,"Goodlife Toronto Marathon, Half Marathon, and 5k",Marathon,03:08:07,M35-39,M,2013-05-05,5,2013,6,5,21056,"TORONTO, ON",1
21057,6794,2013-04-28,Banque Scotia 21km et 5km,Half-Marathon,01:43:56,M35-39,M,2013-04-28,28,2013,6,4,21057,"MONTREAL, QC",0
21058,6794,2012-11-04,Oka Road Race,Demi-Marathon,01:31:25,M30-39,M,2012-11-04,4,2012,6,11,21058,"OKA, QC",0
21059,6794,2012-09-23,Marathon Oasis de Montreal,Marathon,03:16:20,M35-39,M,2012-09-23,23,2012,6,9,21059,"MONTREAL, QC",1
21060,6794,2012-06-30,Demi Marathon de Sherbrooke,Demi-Marathon,01:34:35,M30-39,M,2012-06-30,30,2012,5,6,21060,"SHERBROOKE, QC",0
21061,6794,2012-05-27,Ottawa Race Weekend,Marathon,03:27:43,M35-39,M,2012-05-27,27,2012,6,5,21061,"OTTAWA, ON",1
21062,6795,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:16:52,M50-54,M,2015-09-20,20,2015,6,9,21062,"MONTREAL, QC",0
21063,6796,2015-11-08,DEMI-MARATHON DES MICROBRASSERIES,10K Marathon,00:59:25,M40-49,M,2015-11-08,8,2015,6,11,21063,"BROMONT, QC",0
21064,6796,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:13:55,M35-39,M,2015-09-20,20,2015,6,9,21064,"MONTREAL, QC",1
21065,6797,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:15:19,M45-49,M,2014-09-28,28,2014,6,9,21065,"MONTREAL, QC",1
21066,6797,2014-05-04,Goodlife Fitness Toronto Marathon,Marathon,03:48:33,M45-49,M,2014-05-04,4,2014,6,5,21066,"TORONTO, ON",1
21067,6797,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:39:14,M45-49,M,2013-09-22,22,2013,6,9,21067,"MONTREAL, QC",0
21068,6797,2013-05-05,Demi Marathon International Oasis de Levis,Demi-Marathon,01:39:28,M40-49,M,2013-05-05,5,2013,6,5,21068,"QUEBEC, QC",0
21069,6797,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:45:15,M40-44,M,2012-09-23,23,2012,6,9,21069,"MONTREAL, QC",0
21070,6797,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:52:07,M40-49,M,2012-08-26,26,2012,6,8,21070,"QUEBEC, QC",0
21071,6797,2012-05-13,Defi Gerard Cote de St-Hyacinthe,15K Marathon,01:08:18,M40-49,M,2012-05-13,13,2012,6,5,21071,ST-HYACINTHE,0
21072,6798,2016-03-20,Course et marche populaires de LaSalle,10K Marathon,00:45:51,F50-59,F,2016-03-20,20,2016,6,3,21072,"LASALLE, QC",0
21073,6798,2016-02-21,Défi Hivernal Ile Bizard,10K Marathon,00:46:47,F50-59,F,2016-02-21,21,2016,6,2,21073,ILE BIZARD,0
21074,6798,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:30:16,F50-54,F,2015-09-20,20,2015,6,9,21074,"MONTREAL, QC",1
21075,6798,2015-05-02,Wakefield Covered Bridge Run,Half-Marathon,02:02:44,F50-59,F,2015-05-02,2,2015,5,5,21075,"WAKEFIELD, QC",0
21076,6799,2013-09-22,Marathon Oasis de Montreal,Marathon,04:01:52,M45-49,M,2013-09-22,22,2013,6,9,21076,"MONTREAL, QC",1
21077,6800,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,5K Road Race,00:34:54,M35-39,M,2015-09-20,20,2015,6,9,21077,"MONTREAL, QC",0
21078,6800,2013-09-22,Marathon Oasis de Montreal,Marathon,03:28:38,M35-39,M,2013-09-22,22,2013,6,9,21078,"MONTREAL, QC",1
21079,6800,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,01:42:20,M35-39,M,2012-09-23,23,2012,6,9,21079,"MONTREAL, QC",0
21080,6801,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:02:18,F55-59,F,2015-09-20,20,2015,6,9,21080,"MONTREAL, QC",1
21081,6802,2016-06-27,Ironman 70.3 Mont-Tremblant,Individual,05:54:16,M45-49,M,2016-06-27,27,2016,0,6,21081,"MONT-TREMBLANT, QC",0
21082,6802,2016-05-22,Courses Thematiques Marathon SSQ de Longueuil,Demi-Marathon,01:39:44,M40-49,M,2016-05-22,22,2016,6,5,21082,"LONGUEUIL, QC",0
21083,6802,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:33:18,M40-44,M,2015-09-13,13,2015,6,9,21083,"MONTREAL, QC",0
21084,6802,2015-06-21,Ironman 70.3 Mont-Tremblant,Individual,05:32:42,M40-44,M,2015-06-21,21,2015,6,6,21084,"MONT-TREMBLANT, QC",0
21085,6802,2015-05-10,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:45:26,M40-49,M,2015-05-10,10,2015,6,5,21085,"CH�TEAUGUAY, QC",0
21086,6802,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:19:53,M40-44,M,2014-09-28,28,2014,6,9,21086,"MONTREAL, QC",1
21087,6802,2014-06-22,Ironman Mont-Tremblant 70.3,Overall,06:02:48,M40-44,M,2014-06-22,22,2014,6,6,21087,"MONT-TREMBLANT, QC",0
21088,6802,2013-09-07,Triathlon Esprit de Montreal,Duathlon Olympique,02:34:14,M40-44,M,2013-09-07,7,2013,5,9,21088,"MONTREAL, QC",0
