,PARTICIPANT_ID,EVENT_DATE,EVENT_NAME,EVENT_TYPE,TIME,CATEGORY
0,6040,2015-05-03,Mississauga Marathon Races,AMJ Campbell Full Marathon,03:28:06,M50-59
0,6040,2015-03-29,Around the Bay 30K Road Race,30 km,02:27:47,M55-59
0,6040,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:57:39,M50-54
0,6040,2014-08-23,Mud Hero Toronto,6 km Obstacle Course,01:46:43,M50-54
0,6040,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M50-54
0,6040,2014-05-04,Mississauga Marathon Races,Marathon,03:33:18,M50-59
0,6040,2014-03-30,Around the Bay Road Races,30 km,02:42:16,M50-54
0,6040,2013-10-20,Scotiabank Toronto Waterfront Marathon,Marathon,03:43:21,M50-54
0,6041,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:18:48,M60-64
0,6043,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:13:41,M50-54
0,6043,2014-08-05,Coupe Dix30,10 KM,00:39:27,M50-59
0,6043,2013-08-18,Ironman Mont-Tremblant,Overall Results,11:53:32,M45-49
0,6043,2013-05-19,Ironman Florida 70.3,Overall Results,05:16:13,M45-49
0,6044,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:03:10,M45-49
0,6044,2015-04-25,Demi-Marathon des Érables,Demi-Marathon,02:13:23,M40-49
0,6047,2013-11-03,Oka Road Race,Half Marathon,02:04:50,M30-39
0,6047,2013-09-29,Course Ste-Sophie,10 KM,00:47:56,M30-39
0,6047,2013-06-02,Course d'ete des iles de Boucherville,21.1 km course,01:55:31,M30-39
0,6047,2013-02-17,Demi Marathon Hypothermique,Demi-Marathon,01:52:32,M30-39
0,6047,2012-09-23,Marathon Oasis de Montreal,Marathon,04:02:35,M30-34
0,6049,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M65-69
0,6049,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,M65-69
0,6049,2014-08-24,Marathon SSQ Lévis-Québec,Marathon,-1,M60-69
0,6049,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M65-69
0,6049,2013-09-22,Marathon Oasis de Montreal,Marathon,03:54:58,M60-64
0,6049,2013-08-25,Marathon des Deux Rives Lévis-Québec,Marathon,04:00:20,M60-69
0,6050,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,02:09:26,M45-49
0,6050,2013-09-22,Marathon Oasis de Montreal,Marathon,03:26:02,M45-49
0,6052,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:11:06,M30-34
0,6052,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:39:13,M30-34
0,6052,2014-02-16,Défi Hivernal Ile Bizard,10 KM,00:47:38,M30-39
0,6052,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:41:09,M30-34
0,6052,2013-06-09,Defi Deux-Montagnes,10 KM,00:44:44,M30-39
0,6052,2013-05-05,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:48:37,M30-39
0,6052,2013-04-21,Course Printaniere Oka,10 km Course,00:46:10,M 30-39
0,6052,2013-02-17,Défi Hivernal Ile Bizard,10 KM,00:50:50,M30-39
0,6053,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:37:44,M45-49
0,6053,2014-09-14,Demi-marathon Granby,Demi Marathon Course,01:36:54,M40-49
0,6053,2014-08-10,Granfondo Garneau-Cascades,GRAN FONDO,02:56:17,M40-49
0,6053,2014-06-15,Tour du Lac Brome,20 KM,01:31:06,M40-49
0,6053,2013-09-08,Demi-marathon Granby,21km Course,01:43:56,M40-49
0,6053,2013-06-16,Tour du Lac Brome,20 KM,01:37:45,M40-49
0,6055,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,F30-34
0,6055,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,F30-34
0,6055,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:15:11,F30-34
0,6055,2014-07-01,Scotiabank Canada Day Road Races,10K,00:51:18,F30-39
0,6055,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,F30-34
0,6055,2012-05-27,Ottawa Race Weekend,Half Marathon,-1,F30-34
0,6056,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,06:09:20,M50-54
0,6058,2013-09-22,Marathon Oasis de Montreal,Marathon,04:15:56,M60-64
0,6060,2016-04-30,Marathon des Érables,Demi-Marathon,01:41:27,M40-49
0,6060,2016-03-20,Course et marche populaires de LaSalle,10 KM,00:47:29,M40-49
0,6060,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:48:33,M45-49
0,6060,2015-08-22,Tour de la Baie,21.1 KM,01:50:00,M40-49
0,6060,2014-10-19,Classique Du Parc La Fontaine,10 KM,00:43:45,M40-49
0,6060,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon,01:41:50,M45-49
0,6060,2014-09-14,Demi-marathon Granby,Demi Marathon Course,01:37:16,M40-49
0,6060,2014-08-24,Triathlon de Valleyfield,Course a pied - 10 km,00:45:54,M40-49
0,6060,2014-05-11,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:37:36,M40-49
0,6060,2013-10-06,Classique Du Parc La Fontaine,10 KM,00:42:07,M40-49
0,6060,2013-09-22,Marathon Oasis de Montreal,Marathon,03:28:53,M45-49
0,6060,2013-09-08,Demi-marathon Granby,21km Course,01:33:15,M40-49
0,6060,2013-08-25,Triathlon de Valleyfield,Coure 10 Km,00:41:34,M40-49
0,6060,2013-08-04,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:34:55,M40-49
0,6060,2013-06-16,Tour du Lac Brome,20 KM,01:37:54,M40-49
0,6060,2013-06-16,Tour du Lac Brome,Challenge Marathon,03:28:00,M40-49
0,6060,2013-06-15,Tour du Lac Brome,22.2 Km Chemin de Campagne,01:50:06,M40-49
0,6060,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M40-44
0,6060,2013-05-12,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:32:50,M40-49
0,6060,2012-10-14,Classique Du Parc La Fontaine,10 KM,00:42:55,M40-49
0,6060,2012-08-26,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,02:19:28,M40-49
0,6060,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:34:33,M40-49
0,6060,2012-05-13,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:32:37,M40-49
0,6060,2012-03-25,Course et marche populaires de LaSalle,10 KM,00:42:41,M40-49
0,6061,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:12:09,M30-34
0,6063,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:41:15,F45-49
0,6063,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:10:25,F40-44
0,6063,2013-06-02,Course d'ete des iles de Boucherville,5 km course,00:29:30,F40-49
0,6063,2012-09-23,Marathon Oasis de Montreal,10 KM,00:56:26,F40-44
0,6064,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:54:31,F35-39
0,6064,2014-10-11,BeauceRUN,21.1K,01:48:42,F30-39
0,6064,2013-09-22,Marathon Oasis de Montreal,Marathon,04:26:05,F30-34
0,6064,2013-06-22,Le Defi Beauceron,21 KM,01:48:05,F30-39
0,6065,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,03:13:54,M30-34
0,6066,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:35:37,F60-64
0,6066,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:12:22,F60-64
0,6066,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:05:24,F60-69
0,6066,2013-06-16,La Foulee des Parcs,10 KM,01:07:17,F50-59
0,6067,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:32:57,F40-44
0,6067,2014-03-30,Course et marche populaires de LaSalle,10 KM,01:04:00,F40-49
0,6067,2014-02-16,Demi Marathon Hypothermique,Demi-Marathon,02:41:10,F40-49
0,6067,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,F40-44
0,6067,2012-11-04,Oka Road Race,Demi-Marathon,01:59:03,F40-49
0,6067,2012-09-23,Marathon Oasis de Montreal,Demi-Marathon,02:04:50,F40-44
0,6067,2012-06-02,Course des iles,21 KM,02:09:38,F30-39
0,6067,2012-04-22,Course Saint-Laurent,10 KM,00:57:36,F40-49
0,6068,2015-06-21,Demi-Marathon du Baluchon,Demi marathon,02:23:11,M50-59
0,6068,2015-02-22,Demi-marathon des glaces,Demi-Marathon,02:12:17,M50-59
0,6068,2013-09-22,Marathon Oasis de Montreal,Marathon,04:20:53,M50-54
0,6068,2013-06-09,Demi marathon des pompiers de Shawinigan,21 KM,01:57:46,M50-59
0,6068,2012-10-07,Demi marathon des couleurs de Becancour,Demi-Marathon,01:56:14,M50-59
0,6069,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,06:15:59,F25-29
0,6070,2013-09-29,Un pas vers l'espoir,5 KM,00:30:46,M50+
0,6071,2016-07-10,Course MEC Longueuil #3,21.1 KM,01:37:46,M30-39
0,6071,2016-05-15,Course MEC Montréal #2,10 KM,00:44:30,M30-39
0,6071,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:03:11,M30-34
0,6073,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:39:05,F30-34
0,6075,2013-08-10,SeaWheeze Half Marathon,Half Marathon,-1,FEMALE
0,6075,2012-09-23,Marathon Oasis de Montreal,Marathon,04:03:12,F45-49
0,6078,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon,00:08:56,F13+
0,6078,2015-04-26,Banque Scotia 21K de Montreal,Demi-Marathon,02:58:58,F30-34
0,6080,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:02:44,M40-44
0,6080,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:12:02,M40-44
0,6080,2014-09-06,Triathlon Esprit de Montreal,Demi Esprit,05:35:28,M40-44
0,6080,2014-06-08,La Grande Viree des Sentiers St-Bruno,20 KM,01:37:21,M30-39
0,6080,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Olympique,03:04:36,M35-39
0,6080,2013-07-06,Triathlon de Gatineau,QC et CFNC Triathlon Olympique,02:45:04,M35-39
0,6080,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Olympique,02:36:00,M30-39
0,6080,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,6081,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:47:39,M35-39
0,6082,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:40:15,F25-29
0,6084,2013-09-22,Marathon Oasis de Montreal,Marathon,03:54:58,F25-29
0,6084,2012-05-27,Ottawa Race Weekend,Half Marathon,01:47:48,F20-24
0,6085,2013-09-22,Marathon Oasis de Montreal,Marathon,03:27:48,M35-39
0,6085,2012-09-23,Marathon Oasis de Montreal,10 KM,00:39:24,M30-34
0,6087,2015-05-03,BMO Vancouver Marathon,Marathon,02:59:34,M35-39
0,6087,2014-09-21,Army Run - Course de l'Armée,Half Marathon - Demi Marathon,01:27:47,M35-39
0,6087,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M35-39
0,6087,2012-10-28,Rattle me Bones 5 and 10km,Wishbone Race 10K,00:38:32,M30-39
0,6087,2012-09-23,Marathon Oasis de Montreal,Marathon,03:14:33,M35-39
0,6089,2016-06-19,Courses Thematiques Tour du Lac Brome Merrell,10 KM,00:47:41,M60-69
0,6089,2016-04-24,Banque Scotia 21K de Montreal,5 KM,-1,M45-49
0,6089,2012-09-23,Marathon Oasis de Montreal,Marathon,03:55:04,M55-59
0,6090,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:12:24,F40-44
0,6090,2014-06-01,Descente Royale,10 km Oasis,00:47:52,F40-49
0,6090,2014-05-04,Demi Marathon International Oasis de Levis,Demi-Marathon,01:46:51,F40-49
0,6093,2013-09-22,Marathon Oasis de Montreal,Marathon,03:21:34,M35-39
0,6093,2013-08-25,Marathon des Deux Rives Lévis-Québec,Demi-Marathon,01:32:24,M30-39
0,6096,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:39:50,F35-39
0,6097,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,-1,M25-29
0,6098,2013-09-22,Marathon Oasis de Montreal,Marathon,03:59:08,M18-24
0,6099,2016-07-15,Demi-Marathon de la Bande du Canal,Demi-Marathon,02:19:43,F30-39
0,6100,2016-08-07,MEC Ottawa race 4 - The MEC Gatineau Park Trail Races,20 KM,01:57:39,M30-39
0,6100,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:47:03,M35-39
0,6101,2016-09-11,Triathlon Esprit de Montreal,Triathlon Sprint,01:17:08,M55-59
0,6101,2016-08-14,Triathlon de Verdun,Triathlon sprint,01:11:32,M55-59
0,6101,2016-06-12,DÉFI PIERRE BRISE-BOIS,21.1 KM,01:51:52,M50-59
0,6101,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M55-59
0,6101,2015-09-13,Triathlon Esprit de Montreal,Triathlon Olympique,02:33:12,M55-59
0,6101,2015-08-23,Triathlon Valleyfield,Triathlon Sprint,01:23:25,M55-59
0,6101,2015-08-09,Triathlon de Verdun,Triathlon sprint - Coupe du Québec,01:19:33,M55-59
0,6101,2014-11-02,Course d'Oka Race,10 KM,00:45:15,M50-59
0,6101,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:00:13,M55-59
0,6101,2014-09-06,Triathlon Esprit de Montreal,Triathlon Sprint,01:11:35,M55-59
0,6101,2014-08-10,Triathlon Verdun,Triathlon Sprint,01:23:40,M55-59
0,6101,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Marathon,-1,M55-59
0,6101,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M55-59
0,6101,2013-09-22,Marathon Oasis de Montreal,Marathon,03:47:58,M55-59
0,6101,2013-09-07,Triathlon Esprit de Montreal,Triathlon Sprint,01:10:27,M55-59
0,6101,2013-08-11,Triathlon Trimemphre de Magog,Triathlon Olympique,02:40:16,M55-59
0,6101,2013-07-21,Triathlon Verdun,Triathlon Sprint,01:19:23,M55-59
0,6101,2013-07-06,Mike Collingwood Meech Lake Triathlon,Triathlon,01:44:01,M55-59
0,6101,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M55-59
0,6101,2012-08-12,Triathlon de Verdun,Triathlon Sprint,01:23:31,M55-59
0,6101,2012-08-05,Triathlon Ste-Agathe,Triathlon,01:53:52,M55-59
0,6101,2012-07-22,Triathlon Trimemphre de Magog,Triathlon Sprint,01:19:14,M55-59
0,6101,2012-07-14,Triathlon St-Lambert,Triathlon Sprint,01:14:45,M55-59
0,6101,2012-05-27,Ottawa Race Weekend,Marathon,03:31:00,M50-54
0,6102,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Marathon,-1,F35-39
0,6102,2015-04-19,Course MEC Longueuil #2,15 KM,01:19:23,F30-39
0,6102,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:05:15,F35-39
0,6103,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:16:15,F40-44
0,6103,2013-09-22,Marathon Oasis de Montreal,Marathon,04:09:14,F40-44
0,6103,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F40-44
0,6103,2012-09-23,Marathon Oasis de Montreal,Marathon,04:07:20,F40-44
0,6103,2012-06-02,Course des iles,21 KM,01:54:39,F40-49
0,6104,2015-10-04,Classique Emilie-Mondor,Extreme 8,01:04:28,M30-39
0,6105,2016-05-29,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M35-39
0,6105,2015-05-24,Tamarack Ottawa Race Weekend,Ottawa Half Marathon,-1,M30-34
0,6105,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,M30-34
0,6105,2014-03-30,Course et marche populaires de LaSalle,10 KM,00:44:29,M30-39
0,6105,2013-05-25,Ottawa Race Weekend,HTG Sports 5K,00:39:29,M30-34
0,6105,2012-09-23,Marathon Oasis de Montreal,Marathon,03:49:20,M30-34
0,6105,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:41:15,M30-39
0,6105,2012-05-27,Ottawa Race Weekend,Half Marathon,01:37:57,M30-34
0,6105,2012-05-06,Défi course et marche Desjardins Sainte Thérèse,10 KM,00:43:19,M30-39
0,6108,2016-08-28,Marathon SSQ Lévis-Québec,Demi-Marathon,-1,M40-44
0,6109,2012-09-23,Marathon Oasis de Montreal,Marathon,04:22:38,M45-49
0,6111,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,05:13:07,F15-17
0,6111,2015-05-31,COURSE D’ÉTÉ DES ÎLES DE BOUCHERVILLE,10km Course,00:54:22,F19-
0,6111,2014-09-21,La course de Fontainebleau,10 KM,00:54:50,F19-
0,6113,2013-09-22,Marathon Oasis de Montreal,Marathon,04:11:42,M25-29
0,6118,2014-11-02,Course d'Oka Race,21.1 KM,01:56:29,M50-59
0,6118,2013-08-03,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23 km,02:11:52,M50-59
0,6118,2013-06-16,Tour du Lac Brome,20 KM,02:03:20,M50-59
0,6118,2013-06-16,Tour du Lac Brome,Challenge Marathon,04:18:42,M50-59
0,6118,2013-06-15,Tour du Lac Brome,22.2 Km Chemin de Campagne,02:15:23,M50-59
0,6118,2013-05-12,Au rythme de nos foulées Châteauguay,Demi-Marathon,01:54:38,M50-59
0,6118,2013-04-21,Course Printaniere Oka,"21,1 km Course",01:57:21,M 50-59
0,6118,2013-03-02,Defi Nordique,40km Classique,03:30:26,M50-54
0,6118,2012-09-23,Marathon Oasis de Montreal,Marathon,04:38:24,M50-54
0,6118,2012-08-05,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,01:59:36,M50-59
0,6119,2014-09-20,Defi Velo Mag,105km,03:44:59,M25-29
0,6119,2013-09-22,Marathon Oasis de Montreal,Marathon,03:56:01,M25-29
0,6121,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,10 KM,00:43:22,M35-39
0,6121,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:38:34,M35-39
0,6123,2013-09-22,Marathon Oasis de Montreal,Marathon,04:08:59,M18-24
0,6125,2016-04-03,Around the Bay 30K Road Race,30 km,02:17:58,M55-59
0,6125,2015-03-29,Around the Bay 30K Road Race,30 km,02:14:03,M55-59
0,6125,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:35:50,M55-59
0,6125,2013-05-05,BMO Vancouver Marathon,Marathon,03:37:13,M55-59
0,6127,2016-04-30,Marathon des Érables,Demi-Marathon,01:52:54,M50-59
0,6128,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:51:47,M40-44
0,6128,2014-09-06,Triathlon Esprit de Montreal,Demi Esprit,04:49:20,M40-44
0,6128,2014-06-08,Triathlon / Duathlon Mont-Tremblant,Ironman 5150- Triathlon Olympique,02:42:40,M40-49
0,6128,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:54:45,M35-39
0,6128,2013-08-18,Ironman 70.3 Timberman,Overall Results,05:31:42,M40-44
0,6128,2013-06-23,Ironman Mont-Tremblant 70.3,70.3 Results,05:45:53,M40-44
0,6128,2013-06-08,Triathlon / Duathlon Mont-Tremblant,Duathlon Sprint,01:21:52,M40-49
0,6128,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:41:47,M35-39
0,6129,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:17:42,M50-54
0,6129,2014-06-29,Triathlon Victoriaville,Triathlon Olympique,02:38:34,M50-59
0,6129,2014-05-10,Course de la Fondation hopital Saint Jerome,Demi-Marathon,01:30:52,M50-59
0,6130,2016-09-10,Ultra-Trail Harricana du Canada (UTHC),uthc80,-1,M30-39
0,6130,2014-05-10,Le Challenge IRCM - Courir pour la vie,10 KM,00:58:00,M20-29
0,6130,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:34:12,M25-29
0,6130,2014-04-27,Banque Scotia 21km et 5km,21 km Media Challenge,01:34:24,M25-29
0,6130,2013-10-26,Course 10km Apocalypse/ Course des Citrouilles,10km Course,00:40:08,M25-29
0,6130,2013-10-20,Scotiabank Toronto Waterfront Marathon,Half Marathon,-1,M25-29
0,6130,2013-10-06,Classique Du Parc La Fontaine,10 KM,00:39:45,M20-29
0,6130,2013-06-15,Mud Hero Montreal,6km,00:34:49,M25-29
0,6130,2013-06-15,Mud Hero Montreal,6km,00:37:31,M25-29
0,6130,2013-04-28,Banque Scotia 21km et 5km,5 KM,00:20:07,M25-29
0,6130,2013-02-17,Défi Hivernal Ile Bizard,10 KM,00:44:03,M20-29
0,6130,2012-10-14,Scotiabank Toronto Waterfront Marathon,Half Marathon,01:25:35,M25-29
0,6130,2012-09-23,Marathon Oasis de Montreal,Marathon,02:58:03,M25-29
0,6133,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:11:27,F35-39
0,6133,2014-09-21,La course de Fontainebleau,5 km Course,00:25:56,F30-39
0,6133,2014-05-25,Tamarack Ottawa Race Weekend,Scotiabank Ottawa Half Marathon,-1,F35-39
0,6133,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,02:03:27,F35-39
0,6133,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,F35-39
0,6134,2016-06-04,Mud Hero Ottawa,6K Obstacle Course,01:22:29,M45-49
0,6134,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,P'tit Marathon 1 km Tel-Jeunes,00:04:45,M13+
0,6134,2013-09-22,Marathon Oasis de Montreal,Marathon,04:02:06,M40-44
0,6136,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:02:56,M18-24
0,6136,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M25-29
0,6136,2012-06-30,Demi Marathon de Sherbrooke,10 Km,00:46:01,M20-29
0,6137,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:22:08,M35-39
0,6138,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M30-34
0,6139,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,01:49:40,M35-39
0,6139,2015-09-06,30 km sur les rives de Boucherville,30 km,-1,M40-49
0,6142,2016-04-30,Marathon des Érables,Marathon,03:38:51,F30-39
0,6142,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:50:45,F35-39
0,6143,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:33:01,M50-54
0,6143,2014-02-16,Défi Hivernal Ile Bizard,10 KM,01:03:57,M50-59
0,6147,2016-05-28,Tamarack Ottawa Race Weekend,Ottawa 10K,-1,M40-44
0,6147,2015-08-12,Le 5km Endurance,5 KM,00:15:31,M40-49
0,6147,2015-08-04,Rendez vous au DIX30,10 KM,00:32:29,M40-49
0,6147,2014-10-19,Classique Du Parc La Fontaine,10 KM,00:32:18,M40-49
0,6147,2014-10-05,Coupe Dix30,10 KM,00:32:55,M40-49
0,6147,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,02:35:44,M40-44
0,6147,2014-08-13,Le 5km Endurance,5 KM,00:15:43,M40-49
0,6147,2014-08-05,Coupe Dix30,10 KM,00:32:33,M40-49
0,6147,2014-07-02,Coupe Dix30,10 KM,00:34:23,M40-49
0,6147,2014-05-10,Bonjour Printemps,Demi-Marathon,01:13:21,M40-49
0,6147,2014-05-04,Coupe Dix30,10 KM,00:33:38,M40-49
0,6147,2014-04-27,Banque Scotia 21km et 5km,21 KM,01:13:02,M40-44
0,6147,2014-04-13,Toronto Yonge Street 10K,10 km Run,00:31:35,M40-44
0,6147,2014-03-30,Around the Bay Road Races,30 km,01:45:02,M40-44
0,6147,2013-10-06,Classique Du Parc La Fontaine,10 KM,00:31:48,M40-49
0,6147,2013-08-14,Le 5km Endurance,5 KM,00:15:29,M40-49
0,6147,2013-05-25,Ottawa Race Weekend,Ottawa 10K,00:32:06,M40-44
0,6147,2013-04-28,Banque Scotia 21km et 5km,21 KM,01:09:20,M40-44
0,6147,2013-04-21,Toronto Yonge Street 10K,10 km Run,00:30:59,M40-44
0,6147,2013-03-24,Around the Bay Road Races,30 km,01:42:06,M40-44
0,6147,2012-10-14,Classique Du Parc La Fontaine,10 KM,00:32:51,M40-49
0,6148,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:28:11,M60-64
0,6148,2015-07-12,HINTONBURG CENTENNIAL 5K,5 KM,00:26:18,M14+
0,6148,2014-03-15,Ottawa St Patrick's Day Run,10 KM,00:53:00,M50-59
0,6148,2013-09-22,Army Run - Course de l'armee,Half Marathon - Demi Marathon,02:01:33,M55-59
0,6148,2013-05-26,Ottawa Race Weekend,Ottawa Marathon,-1,M55-59
0,6149,2016-08-07,Défi Boréal Sainte-Anne-de-Bellevue,20 KM,02:17:40,F20-29
0,6149,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:23:36,F18-24
0,6151,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon,02:16:35,M50-54
0,6151,2014-11-02,Course d'Oka Race,21.1 KM,02:04:34,M40-49
0,6151,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,05:41:46,M45-49
0,6151,2013-09-22,Marathon Oasis de Montreal,Demi-Marathon,01:55:27,M45-49
0,6151,2013-05-26,Ottawa Race Weekend,Ottawa Half-Marathon - Demi-marathon,-1,M45-49
0,6154,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,03:17:31,M30-34
0,6154,2013-10-20,Defi du Tour du Lac Beauport,18 KM,01:24:43,M30-39
0,6155,2016-07-15,Demi-Marathon de la Bande du Canal,Demi-Marathon,01:43:17,M40-49
0,6155,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,04:17:57,M40-44
0,6155,2015-07-08,Course du Festival la Gibelotte,10 KM,00:47:10,M40-49
0,6155,2014-10-05,Coupe Dix30,21 KM,01:44:55,M40-49
0,6155,2014-09-06,Triathlon Esprit de Montreal,Duathlon Olympique,02:35:21,M40-44
0,6155,2014-08-10,Triathlon Verdun,Duathlon Sprint,01:17:34,M40-49
0,6155,2014-06-14,Triathlon FBL Drummondville,Duathlon Individuel,01:13:22,M40-44
0,6156,2014-10-19,Classique Du Parc La Fontaine,10 KM,00:49:21,F30-39
0,6156,2014-09-28,Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon,04:32:44,F30-34
0,6160,2016-08-17,Le 5km Endurance,5 KM,00:29:11,F30-39
0,6160,2015-09-20,Marathon Oasis Rock 'n' Roll de Montreal,Marathon,03:43:31,F35-39
